C5	C8	C9	C10	C12	C13	C16	AD1	AD5	AD6	AD7	AD9	AD10	AD11	AD12	AD13	AD14	AD15
O00142	-1.273106695469	-0.693201810516452	-1.98995372975572	-1.88538978351272	-2.41018873076578	-1.05862075572443	-1.05235118881004	-0.946897492566135	-0.95341152215283	-1.092938412826	-1.53594616915656	NA	-1.10195832677942	-1.18728198165836	-1.55031815302979	-1.11588850851875	-0.890221903967284	-0.928542207577534
O00154	1.45145844857998	1.24905265955084	1.54018316631583	1.40877211168727	1.37337722982865	1.43605177209566	1.33239479737618	1.48796693326015	1.27603291874221	1.48483261224513	1.47097400496313	1.43147060612231	1.44361019557539	1.48037916407631	1.5727142951952	1.52669394088888	1.49673797629425	1.3740600001208
O00170	-0.821705496050233	-0.736373143903569	-0.681130263722544	-0.74946721159801	-0.49929246008179	-0.626479530917413	-1.05943219715948	-0.488007764097127	-0.676348388889582	-0.57680629631675	-0.703562108029719	-0.527831929338687	-0.94116713325408	-0.646025030286304	-0.829970477868362	-0.638363975515024	-0.581745875359648	-0.47269064828123
O00186	-0.959478148955077	-0.652498794714805	-0.180382823626865	-0.438125818583015	-0.49929246008179	-0.776871633619373	-0.713916527320281	-0.578023872009277	-0.960734240805523	-0.626658688161402	-0.55281578008335	-0.241679994722793	-1.15424977540407	-0.80003957609307	-0.520557767199123	-0.488274708779458	-0.874090671840401	-0.842698368485516
O00194	-0.203719991305155	-0.265385391349749	-0.210560614040455	0.152075477750977	NA	0.318981806265733	-0.352670057820088	-0.214675851587938	-1.38744002802262	-0.336871258969905	-0.235301243754691	-2.1154822392943	0.0391355202893015	-0.15034287681418	-0.0231554764737552	-0.118306359290611	-0.69357417495284	-0.115862385504181
O00217	0.602985009399086	0.636495673819676	0.435747221995821	0.558210215388028	0.79051794269061	0.652122794467061	0.783581363025617	0.544390232838921	0.64858054097748	0.74579673380516	0.728798094531934	0.464026632285601	0.717790045281609	0.608306752923933	0.484724040125635	0.629203048390479	0.713476203015357	0.59879815115501
O00231	-0.647742793846302	-0.288735316353522	-0.47056964968209	-0.324288190419602	-0.215684509663371	-0.672978669939173	-0.526175594405019	-0.578023872009277	-0.469499692645731	-0.486979802415781	-0.509216289910862	-0.527831929338687	-0.658264001934988	-0.467007630591493	-0.520557767199123	-0.488274708779458	-0.442749231616514	-0.563752175062009
O00232	-0.593114040956066	-0.613997044685886	-0.681130263722544	-0.526580135111738	-0.807498468411279	NA	-1.10351475932888	-0.740595903230334	-0.676348388889582	-0.680503373305002	-0.599424440606498	-0.805998295056904	-0.516096400925436	-0.444915500819416	-0.571175078823658	-0.781483096358668	-0.63532756366146	-0.728212266907902
O00264	0.734960030612258	0.142899390301394	0.524909723429652	0.558210215388028	0.528814362429227	0.652122794467061	0.221251316648992	0.747371030029811	0.719945946631131	0.667404500118161	0.534452276413077	0.601126030907217	0.559692426924311	0.743922276309774	0.625845940268613	0.528351347193755	0.582442093560708	0.74205606520988
O00291	-1.54983463034591	-2.0303300639519	-0.880561308835281	0.355260778452657	0.293935364843005	NA	-1.48986916894759	-1.22022940507532	NA	-1.38671813531644	-1.02107664435838	-0.799270108561689	NA	-1.45720121683681	-0.92007977871648	-1.52739421482971	-1.94354837551331	-1.54925965965652
O00330	0.41568321684898	0.435937492618647	-0.0468384670337245	-0.0217207452861761	0.33586745195125	0.329940912681912	0.314830875456438	0.223897875600986	0.143977404047215	0.390858480282371	0.189360130347849	-0.134338780601385	0.377382681896174	0.185350729756151	0.143243556155637	0.444164982686929	0.346258617629854	0.232494358963204
O00399	-0.542535715763791	0.0891297893553542	-0.275265599041514	-0.575670988560858	-0.263611675262552	-0.182167626132079	-0.303335342044571	-0.337582357754803	-0.401708674591722	-0.816741333663597	-0.55281578008335	-0.36958171687062	-0.085697352173998	-0.666848971063772	-0.243616526823333	-0.696888963994914	-0.402166276791543	-0.47269064828123
O00401	-0.647742793846302	-0.19960552699817	-0.681130263722544	-0.811940810727209	-0.464890307052341	-0.432590388565462	-0.37872568822041	-0.408607929799896	-0.434756442402273	-0.486979802415781	-0.509216289910862	-0.405776959824388	-0.560284971491675	-0.938521964225239	-0.685276550174228	-0.534680215147314	-0.69357417495284	-0.47269064828123
O00408	0.0216683298856874	-0.17896324369922	0.360237417415494	-0.0674232364591138	-0.034402153029449	0.71635901489671	0.305037913220344	0.129681632966342	0.274639714297862	0.19352357088922	0.0195827516149001	-0.991858561624288	0.316751480896671	0.15926684294238	0.143243556155637	0.360725551137933	0.100098597283094	0.0209846850594221
O00410	0.41568321684898	0.180719370139001	0.260009035641635	0.303279345664786	0.136111397297855	0.307841549413149	0.210025178864911	0.252588139133207	0.212454341023921	0.379359064424352	0.324924749128912	0.207632882169916	0.377382681896174	0.30960971975656	0.245889477806158	0.265449563490111	0.219040818661546	0.369341429526807
O00429	0.764319183594761	0.9033182178478	0.674307206290571	0.698624265470136	0.736833703626705	0.71635901489671	0.783581363025617	0.705659617389513	0.655388084492832	0.809911838999691	0.679772409510139	0.584388936116235	0.738645013998056	0.660833309736324	0.669927114550791	0.738940972579113	0.847807923768925	0.720173488705208
O00442	-0.647742793846302	-1.92842667810489	-0.346793641474545	-0.628693149576429	0.237541243544915	-0.503600235806045	-1.43870559842875	-0.447139527854684	-0.469499692645731	0.55227316291594	-0.509216289910862	-0.271438179223003	-0.516096400925436	0.218629078542358	-0.520557767199123	1.06047409515569	-0.757376118873754	0.217169029654559
O00451	-0.996378760592084	-0.736373143903569	-1.77375915392069	-1.13355253940199	-1.91548485145902	-1.02533151080335	-1.13454884966993	-1.61646782375137	-1.3603426195182	-1.26943070829909	-1.3968812439605	-1.54146310656551	-1.07239897944178	-1.08435813799717	-1.39351395617977	-1.09346599689301	-1.14551458629021	-1.21341608193889
O00468	-0.647742793846302	-0.363763478361281	-0.622059240516058	-0.0674232364591138	-0.400966251675455	-0.399707272125845	-0.0313868712694662	-0.578023872009277	-0.231482133758062	-0.407747219529629	-0.181227782121557	-0.677215139047389	-0.713068059635744	-0.789084056778429	-0.750375417839082	-0.878268200770155	-0.63532756366146	-0.728212266907902
O00483	1.27239613313107	1.46072811805215	1.17760070857213	1.26729563414297	1.04503971195619	0.775002089578431	1.26212481283089	1.18005721374985	0.973742635534921	1.4139566516854	1.42436534443999	1.13568614674112	1.21323263331573	1.14857333282161	1.22380959530237	1.28678971563375	1.37005678155506	1.21474671349111
O00487	-0.707127629146886	-1.31495731696329	-0.346793641474545	-0.257990567452529	-0.573890930808762	-0.282198285863502	-0.595272439735344	-0.160717506138927	-0.780761562353784	-0.57680629631675	-0.0409554256358334	-0.623630634742305	-0.607523369839385	-0.669877064218065	-0.429353003181114	-0.638363975515024	-0.581745875359648	-0.287245871375917
O00499	1.50203677377225	1.27592788339009	1.66784966368048	1.6243395183309	1.73307408478859	1.21347871813197	0.994414490797113	1.62934362062354	1.37656444904319	1.38856875394285	1.47097400496313	1.63590802198049	1.21323263331573	1.55136576858866	1.65820336778333	1.48028843452103	1.24800822634276	1.50311328923454
O00533	0.156683423225297	0.216631630367454	0.142376856695356	-0.0674232364591138	-0.288923922295035	0.0674532680394362	0.334009671554473	-0.0871041403509183	0.0347432502434585	-0.110526571652156	-0.0845549158083212	-0.36958171687062	-0.0204398821897248	0.295274081218739	0.16145853267986	0.204260757431799	-0.0219499579291976	-0.0671310554814028
O00571	-0.234058099842436	0.0750281620077586	-0.0971495170864079	-0.197728734587376	-0.0706647647845748	-0.368354168135813	-0.015515085782695	-0.214675851587938	-0.206848696243851	-0.214223648640407	-0.0409554256358334	-0.0865006542506934	-0.210530224637299	-0.290239814264429	-0.152411762805322	-0.172144129781831	-0.143998513141491	-0.0910615267807786
O00629	-0.647742793846302	-0.613997044685886	-0.681130263722544	NA	-0.535555071836916	-0.338395005065837	-0.463369382681961	-0.488007764097127	-0.206848696243851	-0.304050142541378	-0.325509394450328	-0.405776959824388	-0.516096400925436	-0.402792435767055	-0.276941240375791	-0.404088344272632	-0.63532756366146	-0.563752175062009
O00764	0.923760166385294	0.946489551234917	0.882068276157693	1.40877211168727	1.11216518124228	1.00975042009328	0.957086899610546	0.974193506496483	1.21955481298469	0.972141421122908	1.04631263086059	0.96744397383671	1.01626097460543	0.98794400287757	0.822338877356113	0.964222598911344	0.959636223362118	1.00649216965393
O14490	-0.542535715763791	0.102957581317749	-0.997746114783498	-0.931260594709854	-0.49929246008179	-0.182167626132079	0	-0.891021309572658	-0.839698272909705	-0.44619765287919	-0.703562108029719	-1.0774364742799	-0.474587619317678	-1.18077227311677	-1.01379104514377	-0.760995835625379	-0.532136980557941	-0.516702593004118
O14495	0.0828281858589024	-0.242776860385287	-0.0468384670337245	0.231982277226065	-1.01551780960876	-0.0554260270719322	-0.0813164963983701	0.223897875600986	-0.585901584005915	0.208641048580841	0.109790902310536	0	0.160791193525345	-0.0228411566337835	0	0.042052008584201	0.0212530148782375	-0.115862385504181
O14523	-0.334114247332384	-0.101903385847009	-0.310088026727783	-0.526580135111738	-0.936521323512371	-0.503600235806045	-0.595272439735344	-0.681939842309084	-0.370198580263973	-0.739035878439968	-0.264052715866081	-0.915990795500099	-0.363313312781368	-0.700930928921875	-0.473434177463291	-0.488274708779458	-0.363903649211657	-0.668874992876367
O14531	0.799326603826624	0.9033182178478	0.941139299364179	0.675910381496171	0.678475613310188	0.652122794467061	0.732417792506776	0.69844971505597	0.655388084492832	0.922289029278259	0.694146518308217	0.453805839537601	0.681554860000323	0.743922276309774	0.822338877356113	0.851859839940234	0.6346306206105	0.439950835472146
O14548	0.526002641412109	0.554237917630365	0.142376856695356	0.289620647728819	0.601001704350196	0.329940912681912	0.732417792506776	0.29345637537565	0.655388084492832	0.43498573589859	0.468260864275029	0.264641685098398	0.513723139606979	0.15034287681418	0.348904699892822	0.347913486442582	0.535610853117682	0.169011488857176
O14561	0.864375331084709	0.192892468452962	0.768095882354815	0.949615213034645	0.678475613310188	0.645349167656127	0.677156926508726	0.870277536196676	0.320579002559497	0.972141421122908	0.956104480164957	0.864247967518117	0.803902483982329	0.693705662973814	0.887437745020968	0.851859839940234	0.756679175822793	0.842032077808037
O14576	0.483989683294483	0.698457250683042	0.47056964968209	0.469755898859305	0.587172452745745	0.573582475648086	0.53025473337298	0.477401316221992	0.57645450090557	0.466279724664594	0.427305438639195	0.484011666261938	0.377382681896174	0.551336247179265	0.484724040125635	0.455282807042133	0.371522511732899	0.331091304450034
O14578	-1.14394996482874	-0.831462038414025	-1.2301202840722	-1.54700694688168	-1.20846472008673	-0.776871633619373	-0.758473422907094	-1.14920383303023	-0.839698272909705	-1.11396198154107	-1.0581027665303	-0.932122875409199	-1.17633831046082	-1.161612225777	-1.26607180408871	-1.04047694961775	-0.898435672539063	-1.09755369643471
O14594	1.12010176081283	0.987192567036564	1.04579042316442	1.0444085576567	1.07944186498564	1.21347871813197	1.18388356544545	1.06420961440863	1.21955481298469	1.10275006456047	1.04631263086059	1.01363117722682	1.14109384706872	1.08435813799717	1.0992801177319	1.18310595526604	1.24800822634276	0.842032077808037
O14617	0.138955281972067	0	0.0849718183739792	0.0414149462326514	-0.149661250880961	0.296514052610869	0.150981332103706	0.0951038259652378	0.0677910180540095	0.19352357088922	0.0751393260868186	-0.185860266567386	0.236107178999611	0.193825679144831	0	0.250666263799656	0.278583487937605	0.0990066471838335
O14639	-0.647742793846302	0.129832805157001	-0.123776008207546	-0.438125818583015	-0.288923922295035	-0.11582195110214	-0.116728989930071	-0.0642504452456143	-0.0557035546402087	-0.944902904753948	-0.468260864275029	-0.0638052970530854	0.0198473376223606	-0.0964141351195986	-0.0977409013603668	-0.488274708779458	-0.532136980557941	-0.320518248408982
O14672	-0.334114247332384	-0.418568121510524	-0.0468384670337245	0.0990533167354038	-0.263611675262552	-0.542123303104523	-0.433986554218458	-0.337582357754803	-0.0366221554101927	-0.186762715524029	0.092687264034614	0.145313598870707	-0.298055842797094	-0.17901739969481	-0.0719634595170328	-0.172144129781831	-0.363903649211657	-0.255521618626672
O14737	-0.899345373783559	-1.32505832193231	-1.04881443039154	-0.922601342245534	-0.535555071836916	-0.626479530917413	-0.972601985393241	-0.740595903230334	-0.726545044267541	-1.19319456442722	-0.960795871426528	-1.02854987642087	-0.873020691874571	-0.925091295054787	-0.911378754807317	-1.01057811359912	-1.13366624618804	-1.21341608193889
O14745	0.50531938997108	0.755456376032555	0.631051272636396	0.741841112523275	0.929780614104682	0.595926075264726	0.783581363025617	0.683794367391214	0.719945946631131	0.43498573589859	0.506874666676508	0.805998295056902	0.42229617069303	0.626274473533873	0.711335012856748	0.538170690336032	0.153680285584908	0.674182011520805
O14773	0.799326603826624	0.524562419201748	0.657334109738559	0.683568540554486	0.929780614104682	0.828948488845112	0.430911305205527	0.811621475275426	1.27603291874221	0.868444344134657	0.956104480164957	0.864247967518117	0.863477886461357	0.961519063364686	0.822338877356113	0.69408348314175	0.784005979848011	0.955954352603515
O14775	0.638447274742035	0.636495673819676	0.304787141458144	0.39173366219351	0.573052037715602	0.475970733522998	0.677156926508726	0.356504109433014	0.57645450090557	0.569976801652845	0.416666515980872	0.207632882169916	0.594367441504039	0.389753542811665	0.362430312963925	0.566796842797282	0.554738261229279	0.503930390563097
O14787	-1.05576359589267	-0.337865754895742	-0.745835248723604	-1.37321072384452	-0.614551557933302	-0.582982491267422	-1.20993919584577	-0.681939842309084	-0.585901584005915	-0.961721266907827	-0.994580792461813	-1.54146310656551	-0.999296526315267	-0.563421765711092	-1.17124357724894	-0.444865256627752	-0.69357417495284	-0.857523918765453
O14807	-0.542535715763791	-0.390638702200533	-0.802442064142923	-0.575670988560858	NA	-0.182167626132079	-0.37872568822041	-0.53151443596676	-0.0557035546402087	-0.57680629631675	-0.509216289910862	-0.36958171687062	-0.474587619317678	-0.513491549655834	NA	-0.638363975515024	-0.363903649211657	-0.728212266907902
O14810	0.50531938997108	0.808229323337345	NA	0.594025606885646	0.970441241229222	0.467160540165281	0.875770403212176	0.467263990721145	0.883295830651254	0.0395819717937202	0.634718542830323	-0.134338780601385	0.34165186879597	-0.0586238798080443	0.0223961421654045	0.220087677284152	0.333259884153013	0.276506303686094
O14818	0.0828281858589024	0	0.290186826055225	0.0803922691785149	0.225670226734618	0.224233761648962	-0.0476321445997459	0.0771262421177758	0.199301600022635	0.208641048580841	0.1264721850699	0.111834176766299	0.0761545467607842	0.0642151948244381	0.143243556155637	0.100576997064089	0.153680285584908	0.0803219590909555
O14880	1.54912406800799	0.9033182178478	1.32105602220594	1.48110827583815	1.25540824974295	1.68063925829725	1.47295794060239	1.39149987236683	1.57723858221689	1.56902978922506	1.44807155317058	1.56144814054184	1.72122615618276	1.42852669395618	1.36087192248426	1.43044244464454	1.62262272389609	1.68743736177234
O14910	-0.146812454782278	0.142899390301394	-0.426755189875483	-0.628693149576429	-0.0522884114205723	-0.205818129773892	0.0727400847182673	-0.372160164755907	-0.0753381142752271	-0.134991065754255	-0.181227782121557	-0.527831929338687	-0.108909243028029	-0.489848787225277	-0.387945104875157	-0.23066911826172	-0.117743628864897	-0.168345848536733
O14936	-0.836542929619337	-0.577470632707046	-0.622059240516058	-0.811940810727209	-0.432166990795701	-0.467160540165281	-0.595272439735344	-0.578023872009277	-0.434756442402273	-0.739035878439968	-1.17182297230475	NA	-0.713068059635744	-0.907590321670103	-1.23760847148575	-0.824430430278934	-1.08826486831781	-0.516702593004118
O14949	0.10205467033506	0.16833455518592	-0.0971495170864079	0.414978972895278	0.0165612103331211	0.113952407061196	0.0587922919171456	-0.0207437733759822	0.28641992214809	0.19352357088922	0.525384252653921	0.377525978034908	0.176531776520583	0.10385895774984	-0.0231554764737552	0.220087677284152	0.0618359697032086	0.331091304450034
O14950	0.602985009399086	0.0750281620077586	0.319080058848121	0.510533286447287	0.84022178466792	0.382212850976481	0.783581363025617	0.588466022042652	1.01480641261988	0.809911838999691	0.79318561340394	0.222346637562809	0.918281944162115	0.494511432773193	0.30664249110649	0.637663701574202	0.474713094836418	0.217169029654559
O14964	-0.495448421528059	0.15573052862254	-0.346793641474545	-0.257990567452529	-0.034402153029449	-0.0364396956407636	-0.135140541353605	-0.83236524865141	-0.311261869708053	-0.272756153775374	-0.325509394450328	-0.36958171687062	-0.398433072556893	-0.325708508259054	-0.429353003181114	-0.488274708779458	-0.532136980557941	-0.255521618626672
O14974	-0.772176356404971	-0.477944908202265	-0.622059240516058	-0.776508655214059	-0.614551557933302	-0.672978669939173	-0.526175594405019	-0.740595903230334	-0.983189718635266	-0.978970915786814	-0.762343307367515	-0.735464811508604	-0.658264001934988	-0.890532458852336	-0.750375417839082	-0.638363975515024	-0.932337283131778	-0.928542207577534
O14976	-1.5938818524552	-1.40008648394007	NA	-2.0061638455343	-1.61499693682256	-1.30267524846638	-1.4026769582592	-1.14920383303023	-1.29699322313896	-2.17560640560106	-1.32256930025112	-1.98550470487477	-1.19916326420093	-1.9748905968495	-1.92161899508802	-1.16310880972811	-2.12312797408141	-1.22616315315129
O14979	-0.410025194276836	-0.312876913379282	-0.0971495170864079	-0.4808776439388	0.063924055376886	-0.503600235806045	-0.0813164963983701	-0.110759881288132	0.0993011123817578	-0.214223648640407	-0.235301243754691	-0.0865006542506934	-0.085697352173998	-0.402792435767055	0	-0.0220548630462641	-0.260713066108138	-0.563752175062009
O14980	0	-0.782331599871804	-0.0468384670337245	-0.0441779257573465	-0.464890307052341	-0.542123303104523	-0.857269138025683	-0.337582357754803	-0.283611300798631	-0.0420574095326169	-0.0624035009210597	-0.0865006542506934	-0.329907409232018	-0.109497062557059	0.261591804752354	-0.23066911826172	-0.260713066108138	0.331091304450034
O14994	0.450690637080843	0.987192567036564	0.275265599041513	0.342642808744391	1.17317949261695	0.542589879928	0.783581363025617	1.18005721374985	0.973742635534921	1.10275006456047	0.448093467338714	0.177198144887275	0.681554860000323	0.966887614420476	1.14336129201408	0.487574434838635	0.333259884153013	0.417217115203771
O15020	0.565578658528915	1.1617464535491	0.411498626475603	0.949615213034645	0.51339540887043	0.652122794467061	0.617084945139216	0.456971890924544	0.606232697388006	0.595688190359283	0.468260864275029	0.354034131842406	0.594367441504039	1.12784094032782	0.473434177463291	1.14466045966252	0.45311723040396	0.543474711278145
O15027	-1.69154747188321	-0.884234985718816	-1.56319853988024	-1.8495743920151	-1.4804081166611	-1.51730357159798	-1.16704389495243	NA	-1.87090608924889	-1.38671813531644	-1.73675670289301	NA	-1.51865075355294	-1.67420484322114	-1.64467775471223	-1.48661730247459	-1.42294225165581	-1.66130587149672
O15061	0.864375331084709	NA	1.32105602220594	-1.50425512152589	-2.2021693895683	0.411734513093349	-0.912530004023731	0.613591393913355	-1.40140639660316	1.06196791502388	-1.33679209140342	1.09742150825624	0.128180973046202	0.961519063364686	1.00153921637154	1.25397281404296	0.705996642074052	0.955954352603515
O15066	-1.13228309844046	-1.19522551677531	-0.997746114783498	-1.5252862015955	-0.943330467687788	-0.835514708301094	-1.27485605507602	-1.19571326907275	-1.30919796555544	-1.49041521230469	NA	-1.60526840361859	-1.17633831046082	-1.40102289177448	-1.48722522260706	-0.99135929014205	-1.06666900388535	-1.33774998575273
O15075	0.612024811276518	0.546934172471451	0.682637231044958	0.576359936496776	0.594122721580396	0.475970733522998	0.732417792506776	0.456971890924544	0.598909978735313	0.543243504568946	0.487843615889929	0.377525978034908	0.433078837709919	0.580423480389926	0.568894538674892	0.557389513793098	0.464002246494751	0.439950835472146
O15079	-0.93305568548956	0.250819423132996	-0.622059240516058	-1.13355253940199	-0.657837217530318	-0.582982491267422	-0.559859946203643	-0.0871041403509183	-0.0955588659661114	-0.978970915786814	-0.235301243754691	-0.36958171687062	0.128180973046202	-0.785471449770777	-1.19702101909227	-0.0929217218231833	-0.581745875359648	-0.0440119447228881
O15083	-0.647742793846302	-0.363763478361281	-0.959488754218314	-1.12182792570327	-1.18844248874206	-0.205818129773892	-0.463369382681961	NA	-0.839698272909705	-1.0241354876401	-0.762343307367515	NA	-0.772643462114772	-0.679043866749222	-1.39351395617977	-0.760995835625379	-1.40509016063785	-0.81398050614904
O15085	-0.593114040956066	-0.066290519741288	-1.43942253167269	-0.526580135111738	0.175966384757306	-0.582982491267422	-0.912530004023731	-0.938625984592407	0.0514686649128726	-0.530394829859125	-0.509216289910862	-0.36958171687062	-0.474587619317678	-0.849686644595216	-0.0471235897358317	-1.72089293371698	-2.12312797408141	NA
O15126	0.655510540088884	0.435937492618647	0.612946506377446	0.437436153366448	0.271943396574364	0.968891231930382	0.875770403212176	-0.135276017290707	0.627737515583409	0.367659648729439	0.534452276413077	0.0944449154149815	0.454147737127953	0.176767816327064	0.321022414657969	0.37329812391001	0.515920794214415	0.201491363239575
O15144	0.450690637080843	0.180719370139001	0.481791202689614	0.480187978722233	0.430488154022892	0.49325296747337	0.388542659507364	0.391683540251113	0.363599482627565	0.456009304613665	0.437779410099842	0.278166365718215	0.474587619317678	0.575661979351743	0.473434177463291	0.455282807042133	0.485255261372989	0.493675333340652
O15145	0.584538073909932	0.568624445526041	0.399041607249059	0.414978972895278	0.736833703626705	0.573582475648086	0.783581363025617	0.331987973430438	0.606232697388006	0.456009304613665	0.650072786188045	0.453805839537601	0.316751480896671	0.575661979351743	0.578722350532782	0.397759476319073	0.346258617629854	0.356828262777049
O15173	-0.334114247332384	-0.418568121510524	-0.681130263722544	-0.864962971742782	NA	-0.368354168135813	-1.70641592046253	-0.627981496860072	NA	-0.371376229710529	-0.55281578008335	-0.444041598309265	-0.772643462114772	-0.444915500819416	-1.0038197565203	-0.584526205023805	-0.363903649211657	-0.392368689190275
O15230	-1.31715391757829	1.35095604539785	-1.42082168318488	-1.40808316375135	-1.42205002634458	-1.56984732687329	0.994414490797113	-1.03572572450184	-1.63498233381606	-1.37088918273413	-1.42905673570156	-1.3191164690027	-1.8746017888942	-1.03042939630259	-1.55031815302979	NA	-1.35422415046204	-1.61425628943883
O15294	NA	0	-1.40271691692593	-0.686331520079183	0.886494954507666	-0.503600235806045	0.493717516928585	NA	-0.34008940655615	-0.214223648640407	-0.509216289910862	-0.677215139047389	-0.398433072556893	-0.513491549655834	-0.625845940268613	-0.444865256627752	-0.260713066108138	-0.793208896690212
O15372	-0.851710110779792	0.0606416341120823	-0.622059240516058	-0.74946721159801	-0.704110387370064	-0.835514708301094	-0.303335342044571	-0.740595903230334	-0.585901584005915	-0.936648820259659	-0.55281578008335	-0.677215139047389	-0.607523369839385	-0.814929675883555	-0.473434177463291	-0.534680215147314	-0.581745875359648	-0.563752175062009
O15394	0.620946442421438	0.9033182178478	0.738249823440612	0.644360448269702	0.149661250880961	0.925394192280391	0.617084945139216	0.605319885939625	0.495722769186388	0.587226450531831	0.534452276413077	0.474093723065015	0.627370707461746	0.705630745835704	0.669927114550791	0.678440613929322	0.505854232486468	0.66620591528462
O15400	0.120754334975007	0.554237917630365	0.290186826055225	0.246868822373033	-0.0522884114205723	0.56596691219475	0.388542659507364	0.162572031221056	0.28641992214809	-0.186762715524029	-0.0409554256358334	0.128783156009513	0.316751480896671	0.0941645517518526	0.143243556155637	0.204260757431799	0.118439847065956	0.201491363239575
O15498	-0.022378892223608	-0.120400761167604	-0.0468384670337245	-0.0441779257573465	-0.239220080317723	0.0175067036259176	-0.526175594405019	-0.243366115120159	-0.544837806920958	-0.0869206602402422	-0.0409554256358334	-0.0865006542506934	0.0391355202893015	0.0642151948244381	0	0.0213545891054414	-0.0446441224275177	-0.141599343831196
O15511	-0.0455165339015983	-0.693201810516452	0.228427132007788	NA	0.0485051018180892	0.0175067036259176	-0.0813164963983701	-0.0871041403509183	-0.34008940655615	-0.0869206602402422	0	NA	-0.085697352173998	0.113415849798433	0.105288173069491	0.0213545891054414	-0.0446441224275177	0
O15530	-0.836542929619337	-1.92842667810489	-0.923272781396844	-0.940034542591424	-1.1408555184028	-0.906524555541677	-0.559859946203643	-1.07481606228377	-1.1267666823053	-0.803150983634499	-0.826730826239521	-1.01918680181869	-1.07239897944178	-1.38329161601438	-1.03418125006705	-0.954494554512651	-0.874090671840401	-1.20090291518913
O15540	-0.0455165339015983	0.427305763776994	0.514384109488697	0.185203549617078	0.162942772817944	1.00975042009328	0.994414490797113	0.446520217345163	0.883295830651254	0.305900761167787	0.619007192221398	0.161445678779806	0.710694798317289	0.489099760363571	0.179200339015424	0.334852628306483	0.306479763490132	0.624863048153479
