C1	C2	C3	C4	C5	C6	C7	C8	AD1	AD2	AD3	AD4	AD5	AD6	AD7	AD8
O00505	-0.967941756218869	-0.783409314629521	-0.694051873441234	-0.696221007637839	-0.939299165098658	-0.827368647868114	-0.659095084829226	-0.563057720424391	-0.822583294759728	-0.354749905948263	-0.273254334848657	-0.369585356023286	-0.936808666450827	-0.233296061395223	-0.835750529851047	-0.443004128832374
O00533	-0.0821135085718407	0.0776943120929122	0.0922411171263935	0.0880224951185262	0.1983941158695	-0.0259919501865922	-0.0673416926805599	-0.0443969041263479	-0.231548720861029	-0.20515491286736	-0.208314387639358	-0.154258492845954	-0.443097194187684	-0.186129287948782	-0.61579098415507	-0.440758938252307
O00555	-2.07857732165739	-2.08140126151419	-2.54016868848186	-1.30882530915613	-1.38578814683745	-1.97718773026159	-1.9891161572906	-1.26454761161095	-1.30581519855099	-2.06950955734817	-1.18908216010605	-1.20521852144364	-1.72209105340651	-2.92978605061154	-1.47429597327965	-1.06544864631047
O00560	-1.17457983492641	-1.48353591654624	-0.823866887738876	-1.82499879682337	-1.51517874776965	-1.02757087700616	-1.45985469130949	-1.09980763900448	-1.31454948439095	-0.889919001329071	-1.33018073991951	-1.01529833001564	-0.84885105912914	-1.07052021177953	-1.14036305046998	-1.1019235440194
O00567	-1.16998718153219	-2.37298771420097	-1.76854405817957	-1.64246454700473	-1.76034564984405	-0.85451616821635	-1.38475865325431	-1.27974824263423	-1.07508440882793	-1.3160746203403	-0.95189354689043	-0.864639004164789	-1.62356039525163	-1.05877225965955	-1.09335923768959	-1.62573541576406
O00571	-0.132476929082728	-0.00663472021962288	-0.227656727951288	-0.505847824121665	-0.463810745787521	-0.298101164553349	-0.339236258343236	-0.143762100538981	-0.403022292861509	-0.0453583573377305	-0.0152093386630223	-0.155610218334108	-0.300532851259512	-0.0456521672286656	0.0507656335784596	-0.0889026342780843
O00625	-0.863964727456071	-0.277644689249293	-0.895919357909953	-1.27544731294812	-0.749918118565246	-1.17179753304317	-1.80810916660109	-1.08886917777303	-1.23924919529729	-0.885538080128513	-1.28681260963435	-0.760716419751906	-0.781706834541694	-0.813465656762221	-0.630270536392824	-1.25785509892629
O00629	-1.25075503643218	-1.32986672981131	-0.731696672150003	-0.426182656217153	-0.264695603626491	-0.518440104783647	-0.506128730794061	-0.462562568976675	-0.769063130295607	-0.339913591472929	-0.334956008245095	-0.659384510089628	-0.479261208841657	-0.376906283493789	-0.443258081714753	-0.330160757063177
O00764	0.642722072779517	0.405485713771531	0.727811266933968	0.652112441979799	0.567146973259934	0.788672744030351	0.855014159627431	0.932287072012577	0.71414109812559	1.07180335877099	0.927033286781683	1.20783166982728	0.745769121145868	0.86249589424221	1.05597404405305	0.80709001026962
O14490	-0.873114569385689	-1.0906778227719	-0.712580124916041	-0.239730710809066	-0.778814234207197	-0.445238386580989	-0.682247681111739	-0.408372263394226	-0.538938472743284	-0.91686568267696	-0.619054947985182	-0.739785273314482	-0.306783965602884	-0.866107585440955	-0.852804506806973	-0.784955543832386
O14495	0.422558607178236	0.128542916907592	0.16655665753172	0.212877036796729	-0.130248151109424	-0.0188845872823473	0.198103757044572	0.256908236243555	0.12897343744942	0.24377254230133	-0.224309225590795	-0.212213950754548	0.317224780395161	0.368227085035097	0.441433583369222	0.078760895301535
O14523	-0.887110948309837	-1.6911514265605	-0.470955283164272	-0.96982333826097	-0.215233756061156	-0.237434090240681	-0.467320146098069	-0.442673321465114	-0.940931878870003	-0.630638527914892	-0.477552127622376	-0.9593371140941	-0.205488338778326	-0.535448356661391	-0.945646403864359	-0.677886009294976
O14525	-2.22284218816766	-2.04777623640581	-1.82311306001153	-1.67211514657923	-1.60719697563598	-1.37197677215135	-1.32840983318284	-1.4805907491747	-1.69069916666095	-1.30747449103286	-1.0956400412284	-0.582753825027185	-1.53955945149823	-1.31671717616805	-1.5080596862526	-1.06544864631047
O14531	0.432733910673898	0.340245399639278	0.414470640215266	0.487913205619946	0.807693986767966	0.626285881121686	0.519553680414769	0.494781877102161	0.340609532769451	0.23502075852599	0.486514458729783	0.435738721149308	0.626810871396039	0.000505430797676228	0.172942827865803	0.4047652679592
O14548	0.521540692720161	0.291863699378785	0.108818765434809	0.84061222566595	0.62739542539488	0.484720312729485	0.293527827563261	0.338527448415843	0.404987821179825	0.278295863151387	0.287654688400132	0.633285357501736	0.727947948183922	0.328447467151324	0.310054989523184	0.387213692894509
O14558	-0.411166810536641	-0.499578197037411	-0.404249281562421	-0.192417479275604	-0.569018102744955	-0.525340953893812	-0.360015411762089	-0.939757321747194	-0.369352235112237	0.116571945458022	-1.26243651991811	0.185625699834596	-0.427670716355	-0.079271956299789	-0.102536917818765	-0.30803868012227
O14561	0.883185291767148	-0.390785716544716	0.831828879156862	0.944268153687807	0.955094885540779	0.998375803743109	1.01237787684144	1.28699541091543	0.808200568356807	1.0021085201773	0.414867792120241	0.906837781670526	0.0436854984385348	0.351497894088814	0.0490805568818976	0.459937551112092
O14576	-0.230944919170866	-0.0164283722157549	0.0108495901443174	0.10469110170278	-0.0122368990403438	-0.106667315421836	-0.045674059179142	-0.111587683308856	-0.00053271558920515	0.0609840929402055	0.0347964067189657	0.0598912246432482	0.144632625811679	0.0452686443745014	-0.075320630174696	0.211526430835155
O14578	-0.445891707132839	-1.56189553815823	-1.39630959740727	-0.727630002839393	-0.651532919886314	-0.752493123451306	-0.764028795024509	-0.805087581337096	-0.881139293947009	-1.20232293388399	-0.564134889093669	-0.9593371140941	-0.657477841111917	-1.54836829128199	-1.32001090685316	-0.933794689504778
O14579	-0.702186617858383	-1.14924722331727	-1.48854147094116	-1.34769601148829	-1.10441577850857	-0.866530693029532	-0.928355358282085	-0.649126185004686	-0.667855381626853	-0.694937113219461	-0.66725322967709	-0.916992335832737	-1.24488237222953	-0.761470441692977	-0.486597736259188	-0.859313313304453
O14594	0.962283069147537	0.610806301198397	0.654737387422799	0.750784086048759	0.959056073515982	0.923334300619417	0.826656575006107	1.04307879680422	0.70045385766639	0.632157054263762	0.655661766991874	0.633285357501736	0.91646038459106	0.806531603979373	0.70979381815858	0.740100566317962
O14617	0.0912724341925968	0.416416152548043	0.242022775570739	0.4701250932936	0.381885478080308	0.317814976611066	0.268269900805958	0.284882970136213	0.25833381374892	0.223906863038995	0.185391518597576	0.109704880587441	0.169357981729055	0.0348618111328712	-0.0561396524295879	0.124724462932366
O14639	-0.833013283579205	-0.230445711150185	-1.1048770935561	-0.737377403821716	-0.848319240127262	-0.653575434435671	-0.290123416522643	-0.468653000086826	-0.427935389837379	-0.387489965464475	-0.890569380247483	-0.812453128491098	-0.392486554238619	-0.697371496472885	-0.124290247756815	-0.31716094720925
O14672	-0.317790441913296	0.1061814590744	-0.499325958120216	-1.15247905881416	-0.943575605751554	-0.673886239950328	-0.978385943412015	-0.922838584842975	-0.578117703431178	-0.6277347830379	-0.793854511102933	-1.03146771061266	-0.433411236037913	-0.237772041298724	-0.611036417744939	-0.511905317997987
O14737	0.208388847613927	-0.508435079905759	-0.287742030014234	-0.4183722984078	-0.457916171283803	-0.404050738739346	-0.241669247447643	-0.220321653467792	-0.352237572182022	-0.218610686557273	-0.289351738102953	-0.490947925050555	-0.156665661673676	-0.180654132716489	-0.231219623310345	-0.23950375407719
O14744	-0.256331757288961	-0.888530906081074	-0.501972646608478	-0.778005760131468	-0.541549437975934	-0.723015724652245	-0.747448283451709	-0.582283889783113	-0.680436503905584	-0.657394040142202	-0.566645827955233	-0.767851453882147	-1.11995816331808	-0.997944763289726	-1.16241648541093	-0.711572035249596
O14745	0.538647774069059	0.720136320764992	0.887108101452585	0.584944238545495	0.366626845839677	0.409459841153245	0.536562856086191	0.344217307496254	0.399402632424809	0.574966768182399	0.446561880064101	0.293650459938063	0.531388474221635	0.51413025579499	0.656602947593583	0.529791080213881
O14773	0.422558607178236	0.474789898066604	0.575997929305818	0.509441932273038	0.420823913572723	0.640166447896166	0.515228067064901	0.265302654342934	0.727533966387449	0.574966768182399	0.274973719551347	0.486401371898734	0.543636467022866	0.86249589424221	0.924534140946973	0.566451048386594
O14775	-0.0357121741511791	-0.303857862630908	-0.113130523099476	-0.173955473556824	0.146221986730884	0.0515878678661499	-0.0564139906683652	0.0295129973440735	-0.155971930195049	-0.00106824095063521	0.0839043442485873	0.183263780133695	-1.00954749986643	-0.0337784484469631	-0.072253544025154	0.0354278210832819
O14810	0.0316868180062576	0.836299765369058	0.0680320006277811	0.0717533740437	0.0431926480756097	0.12362009360529	0.278495873420268	-0.227255220131251	0.346744994929432	-0.133909741433257	0.308459231563715	0.380626500033003	0.362005899082347	-0.594582490172768	-0.86325955553471	-1.01840444256188
O14827	-1.46942268416825	-1.12275411923354	-1.30115395247913	-1.0197857145474	-0.898087683187901	-0.887095553440633	-1.00746321565973	-0.764793721827081	-1.36969561419622	-1.5246638746784	-0.999604736420824	-1.42957783374789	-1.47657291008279	-1.44090147499218	-1.00859747553115	-1.4236519394242
O14828	-0.688540854248619	-0.449193841732775	-0.949239188103685	-0.649109653792507	-0.638300225629924	-1.02757087700616	-0.67930627034488	-0.826236707565687	-0.643430903249515	-1.06059805142883	-0.506654986952541	-0.5489469385935	-0.502434804438239	-0.857704665304891	-1.07352861810758	-0.649051262558554
O14880	0.547018878719062	0.634448470498358	0.396846338259578	0.617685228090596	0.520779489737484	0.680010051220774	0.754024668797144	0.760888120017516	0.679341857162351	0.639918383068329	0.705667512373862	0.712778021685774	0.22955325799815	0.473930935831208	0.3044207131081	-0.207870579112346
O14910	-0.921120941144752	-0.331359902954975	-0.132920307325339	0.121715750330134	0.112198171380762	0.148678732718955	0.160975941962974	0.0717929999836346	-0.0344990502230229	-0.0546035187818585	-0.135124765683821	-0.0974918177687632	-0.0999789934066375	-0.209967850057402	-0.108985573167323	-0.0651530096095196
O14936	-0.580943243683443	-0.839656912591561	-0.701394899344818	-0.781517006535619	-0.67609018606321	0.531557926425704	-0.538072473140808	-0.688265512740323	-1.263891945244	-0.546329027167274	-0.670204889049912	-0.290998391594911	-1.83724865546405	-0.892040149085743	-0.815868527340535	-0.681173825429902
O14957	0.139616068356935	-0.631044911195915	0.0991225710168829	0.367123866640117	0.205118265004399	0.383903030741541	0.406455382324964	0.752015037826536	0.382340075453867	0.109438142403796	0.315457175362628	0.476590605939599	0.275231244479309	-0.117319887830147	0.1988254628131	0.15731488759775
O14964	-0.037947604789053	-0.230445711150185	-0.219305405979101	-0.494750986070157	-0.0596423613199057	-0.00887258193697773	-0.15984689933395	-0.199964344270675	-0.826588095519095	-0.657394040142202	-0.0357032962430145	-1.15208802605477	-0.297430523059225	-0.324578559197121	-0.439624627415247	0.282808623052596
O14974	-1.43498732663478	-1.26989032263918	-1.11875313828642	-1.17691635563467	-0.785423315475629	-1.13681574792163	-0.639517017022064	-0.646420786299609	-0.822583294759728	-0.969483878437187	-0.911801669451862	-0.816316994510892	-0.802143504812936	-1.09968250864059	-0.892005349376283	-0.895441677595311
O14979	0.345949897440385	0.2975290448373	0.161290262487156	0.398371719249901	0.508622837851088	0.378660778397672	0.557193396622247	0.387987422470746	0.254805507586026	0.206474556364741	0.114086517690928	-0.0580498971886945	0.0683329624233576	0.227699962205437	0.263526383895762	0.128331070466614
O14980	-0.289682606738783	-0.331359902954975	-0.211068332765685	-0.41643525523483	-0.492087590410599	-0.354875443152631	-0.354755504415217	-0.379365380983203	-0.478664735772753	-0.393448869304152	-0.51821105445115	-0.352690805474541	-0.357468002328438	-0.220063444667442	-0.416497430881071	-0.42308286729116
O14994	-0.386401513268804	-0.175317025486676	-0.645014966892884	-0.67516015988441	-0.0689504684812444	0.0779919215637895	0.0190089877372458	0.201943235687118	0.0535642614547949	0.00637160503016194	0.0278878732915139	-0.0732932064574449	0.181003734137739	-0.0667267268528347	-0.285793124031711	0.00110370216947457
O15020	1.00587121438277	0.958981125443925	1.28569045549553	1.18293199100446	1.28334354910319	1.25232965375726	1.14436302555557	1.16592199202969	0.982239487613701	1.02759821361444	0.991683778474181	0.688559406564694	1.06118473340863	0.909237317028988	0.979997866679658	1.09307845423456
O15067	-1.42316021772397	-1.08148578788334	-1.16003137295082	-0.897537214236104	-1.25496038983174	-1.19976385349925	-0.96433931554924	-1.03683880129719	-0.931351007250882	-1.02691179810602	-1.27909472454063	-1.19309560516035	-1.12573395550918	-1.0472480917197	-1.2335437481903	-1.11435204487989
O15075	0.673699310619662	0.227036837416331	0.703231500585796	0.610560005758863	0.80516660816053	0.601208865410664	0.573221162861382	0.763818448714288	0.49299002856756	0.487958812586123	0.655661766991874	0.60973723844496	0.671225624088214	0.51413025579499	0.472634221823554	0.592596410896504
O15079	-1.06800768592727	-1.40883203490699	-0.870931512480355	-0.34189475884232	-0.425535776383504	-0.43717597710429	-0.475738436774342	-0.530753249477213	-1.09950888720527	-0.903247973731393	-0.808378616257683	-0.11120962003731	0.433411236037913	-1.20552217726735	-1.23984415616179	-0.800729543620716
O15083	-0.053837298793399	-1.4208636401929	-0.797298431014346	-0.730861838348108	-0.296994524044754	-0.385372871759623	-0.604708742459257	-0.267549079641266	-0.559526938645763	-0.518937541544115	-0.334956008245095	-0.677762687868922	-0.121808352274771	-0.761470441692977	-0.526830261683727	-0.556148013175222
O15118	-0.59805032503234	-1.32986672981131	-0.697712192686614	-1.14796405990243	-1.1213467885172	-1.2060780600423	-1.24837513663782	-1.21768568341146	-1.27700283733084	-1.14702051603272	-1.323567142797	-1.16817111447673	-0.985896805642603	-0.794378883799059	-1.29192796483183	-1.18050991967859
O15126	0.35176425957336	0.259635266371398	-0.246447833868474	0.465595707635906	0.492032762034882	0.452928521724457	0.441607941465168	0.413885509550331	0.463329929115861	0.299196929333398	0.430911307183074	0.198844635382852	0.687503656608702	0.295867284568992	0.232627318772332	0.421835916939236
O15144	0.563413071336897	0.523895795318859	0.34974293769585	0.739289413625136	0.746776633240293	0.629785711033344	0.421763460937715	0.516736145104149	0.37654706277839	0.255965981049814	0.420260508664133	0.176124238620106	0.340015256204413	0.535360522671098	0.450504462213856	0.475579536976475
O15145	0.0236710345680053	-0.62003902019218	0.174370878170326	0.0369324932169621	0.425523124113193	0.240405346283604	0.426783958888849	0.34985658938248	0.399402632424809	0.612323874789383	0.420260508664133	0.18089294189798	0.0845224573601136	0.145325470891585	0.358646931190148	0.0217108974429028
O15173	-0.394541683467506	-0.371819558445187	-0.177652800400268	-0.401156722418886	-0.283576653392008	-0.332540063871569	-0.436724382646279	-0.38828838370259	-0.21327618147971	-0.0831838788745007	-0.838456314481846	-0.367685577730522	-0.234195755674754	-0.152695338388894	-0.247108297434152	-0.236267176867556
O15212	-0.33420997658085	-0.508435079905759	-0.465937581946554	-0.311845949766666	-0.49831900329756	-0.755857973000336	-0.330778096334793	-0.791369965074856	-0.250373661699998	-0.32006902808322	-0.28125235061671	-0.358271964416367	-0.162876505540755	-0.499779844648726	-0.367735050450751	-0.260961547026571
O15230	-0.640007795276758	-0.490859349144282	-0.977781055547985	-1.36305100167224	-1.10441577850857	-0.981935813883204	-0.484271656466549	-0.906359345729061	0.0326881936574521	-0.499740335465586	-0.911801669451862	-0.743225699712926	-0.584889631183787	-0.772242248927109	-0.270315253848951	-0.69450138626956
O15294	-0.0561425868136713	-0.198770379434162	-0.429581228722458	-0.13374627204869	-0.117717997762178	-0.125605845286221	-0.268461147370683	-0.323426105802325	-0.298364428044639	-0.701418197922186	-0.273254334848657	-0.890270164868684	-0.553848248771523	-0.242281382850872	-0.425293803912839	-0.49701122917648
O15394	0.591050702532451	0.196655816332969	0.369403178689913	0.54637442549	0.439410072753733	0.535643016227115	0.369207423344013	0.597662904523333	0.682910602584448	0.636049696101377	0.824463371638238	0.456496851259724	0.661251901362649	0.689257455013787	0.679043363627328	0.490838415022574
O15400	-0.145769224839845	-0.0749606005426594	0.00287436545061698	0.0451465443723089	0	-0.0737701509960973	-0.256411643918674	0.0496548488943814	0.0235225345848916	0.487958812586123	0.0046477442395286	0.392042746296019	0.317224780395161	-0.533003906774048	0.514720869266967	0.701907904354493
O15484	-0.816029291808971	-1.20014121025188	-0.683202558987005	-0.844529921255402	-0.749918118565246	-0.797752244027319	-0.691155888443187	-0.694059297619137	-0.661658869089696	-0.704683969672519	-0.619054947985182	-0.371490899964622	-0.837759282553715	-0.537902723208284	-0.630270536392824	-0.804736243678308
O15498	0.156770511608091	-0.0301808611674966	-0.215997042372416	-0.442110349474065	-0.223207327440957	-0.164059718521227	-0.123836126878371	-0.742419084294509	-0.373220225012551	-0.293979821851706	-0.287723627367264	-0.200477604435278	-1.58255453631932	-0.208539276727593	-0.326969677359147	0.0354278210832819
O15540	0.214991000801579	0.489979466854182	0.692382186131568	0.668622925801299	0.77133389941719	0.466756704517413	0.714277136839657	0.418940636176661	0.578555023935022	0.688157823153554	0.446561880064101	0.223736683291871	0.957461963011914	0.768018570296189	0.947714104000026	0.0131171099976856
O43169	0.789069509320726	0.21817570340658	0.453692359934294	0.60696589760749	0.555877179901294	0.551715487187478	0.675198873082439	0.749029549799647	1.17714464821418	0.755820878638392	0.755229792701213	0.576899625053422	1.00762224791708	0.518436327525201	0.933060750419594	0.959284819858575
O43175	0.943480144727195	1.04305621586593	1.48359851289131	1.14090156373143	0.978489851457982	0.899122462810138	0.891720319458072	0.699245977148116	0.871772883352173	1.0833387218306	0.729275642079891	0.736097061030091	1.06118473340863	1.20002153306449	1.22670241618069	0.964004840249171
O43181	0.307940199530035	0.773758277580458	0.448243266983714	0.770392201449226	0.688436809941892	0.705197895105264	0.629910924759052	0.0998803449638685	0.696984520716351	0.933459331708796	0.879114872795987	0.997185519123488	0.95327018138529	0.857616831314598	0.0490805568818976	0.956911332372003
O43236	0.542848168902622	0.797317467336642	0.959200282796742	0.356341291976872	0.555877179901294	0.452928521724457	0.197382408280769	0.278632525144155	0.308991352895875	0.277609927842547	0.340277115152691	0.189542594924919	0.126804104436378	0.563884348326836	0.120829154105905	0.326168007513954
O43237	-0.0246602971816653	0.581898493948763	0.29582589587077	-0.0198453888463636	0.146957195869493	0.034254883252482	0.165549488962141	0.226961747229091	0.203956029965714	0.319425399018511	0.133724351184831	0.380626500033003	0.393609352531884	0.487629646131044	0.326665955559887	0.224758252441213
O43242	-0.312417236515	0.0229100580351368	-0.134359067057925	-0.251418351104001	-0.329484628388419	-0.29650867695423	-0.108343184522692	-0.417715805402785	-0.307025824577559	-0.295685819230215	-0.257552485488719	-0.123945883238867	-0.425768836240829	-0.0456521672286656	-0.188234014240206	-0.461263009492313
O43295	0.104614818216578	-0.202202587028181	-0.771852926685836	-0.569535895530996	-0.425535776383504	-0.478596501459039	-0.827647929114734	-0.436826136894763	-0.723174520009946	-0.773837093757736	-0.664315141199882	-0.680878705414428	-0.439204827533615	-1.04156729388718	-0.815868527340535	-0.630543771715423
O43301	1.51403553147296	1.50472621617505	1.39615077890015	1.41433798827897	1.33701428632306	1.40720958779569	1.33323429324823	1.48657573564354	1.40279208656128	1.322810269147	1.43572483539315	1.60241726091873	1.52495259931616	1.42601546347736	1.26057314718357	1.42233040668036
O43390	0.452572853807529	0.170750814502655	0.376227906341575	0.293363243450525	0.39185252009484	0.368039316798496	0.352538471921831	0.270413779953283	0.352820597967738	0.313619368182087	0.414867792120241	0.568414681783496	0.626810871396039	0.45516972635044	0.542615656960177	0.330732421421088
O43396	0.20171199846244	0.211641928900585	0.29863954894206	0.277475493777186	0.278198651437578	0.135494453056682	0.142339571118319	0.22832315340589	0.277731202154751	0.223158903821456	0.24601580841925	0.246967124698815	0.403799317156288	0.210815130768462	0.257464857599194	0.261396216350676
O43399	-0.163509262927547	-0.0327180450313964	0.177811577027622	0.0947447654201747	0.111420395056425	0.116383053245529	0.215872111958649	0.145645477415518	0.346744994929432	0.296538745042389	0.364168986349989	0.332765147954239	0.408832830295115	0.322544976196465	0.293001012567259	0.356815483074815
