C1	C2	C3	C4	C5	C6	C7	C8	C9	C10	AD1	AD2	AD3	AD4	AD5	AD6	AD7	AD8	AD9	AD10
A0A075B767	-0.527125029173075	-0.453453561328165	-0.281522641878356	0.507009077359372	-0.581319984112341	-0.765530895860647	2.15016713751328	-0.146275208626467	1.33501191410827	0.217026944106815	1.57598255760146	-0.205697490131892	0.0569348875218934	-1.53322077936086	0.843729190052187	0.414934847266608	0.340427147080079	0.665048023272213	-0.934112695253852	1.08125483996426
A0A087WSV8	-0.995923321338908	-0.787458241216768	-0.870044985222777	0.17719465270797	-0.195066746546215	-1.02133742230238	-0.0796723173249735	0.745019258344844	0.131027286576612	0.0290060182947428	-0.340860931551799	0.0590358175789099	0.231006593869718	0.155758365110504	-0.648911786495548	-1.08490313161649	0.629353476565589	-0.520984920775637	-0.184179285641087	1.18595050509524
A0A087WSY9	0.0107713524441846	0.0537756891864953	-1.00488358220112	-2.05031351132282	0.486469184534292	0.199567726432698	0.406971254863256	-0.0153212576717662	-0.0248511038753162	-0.256975230776385	1.02217586338313	1.0569637609945	0.745841598397855	-0.664803364040527	0.472373263956791	0.180154697051836	0.298606054092669	0.802831893473489	0.290346214259807	0.440276606757576
A0A087WT12	0.0979311042876726	-0.0795575716513608	-0.53369212247426	0.223972362166482	0.0192247562957255	-0.215129731587725	0.457877105966916	0.131688500115931	0.216504062778986	-0.0989063805599782	0.0157550993358695	0.42441446124546	0.12249211517848	-0.0839794225675919	0.130330889500412	0.314728847267895	0.771556893368483	-0.110354924289362	-0.164435092528467	0.327008240586942
A0A087WT30	0.150218374591141	0.313376798947235	0.101007821586636	-1.1877694041176	1.03954037647137	0.862226024269413	-0.137682787317894	-0.303742458931074	0.795346185665873	-0.808161845825491	-0.570976178156222	-0.15680817967689	1.56516250096889	1.50744190389681	1.50190030117361	0.264012311537874	1.06269350584563	0.409275806726646	-1.17034376289927	0.1917302573684
A0A087WT44	0.329729084635034	0.117370903014462	0.549978347242474	0.448923866982749	0.35091363538903	0.139368692992415	0.652936128279734	0.25462942700982	-0.29048915523689	0.240122414989304	-0.579285097411048	-0.221953221687563	-0.37381352745552	-0.669188557546719	-0.242651742338163	0.0281447651074793	-0.221648187344094	-0.114072579764036	0.209752559874261	-0.126717540167593
A0A087WT59	-1.00013149707226	-1.33784244232454	-1.29429342081961	0.494292860644423	-0.546196623941103	-1.3470225885824	-0.842685018031339	2.22011769825547	-0.237931394153066	-1.30859835153089	-0.443417030805548	0.360969346562907	2.37928023386298	-0.819366753546042	-0.620724350536185	0.150516530586158	0.462262335020069	-0.861907819312586	1.72084687188311	0.671584137238704
A0A087WTF3	-0.316059171374473	0.495768218443473	0.135244827422765	-0.842340561378449	0.0143213709372558	1.40610258675313	1.20215713407476	0.0586512778590366	-0.0209244739011572	0.843141129747043	-0.149568592497443	-0.484587189583606	-0.475640962700146	-1.34239852474532	0.214725416641272	0.621992825585466	-0.379989922481414	0.507525974140924	0.338271286002094	-0.414746416420722
A0A087WTJ2	2.15396916287512	0.885453725129534	-0.988946008975554	-3.67909045267237	0.854294213108644	0.051149468910006	-0.837237231663549	-0.234408675940018	-1.11283723959728	-0.0848591130798049	2.84733134322322	3.56826180681136	-0.288806137792452	0.418960127205758	0.869422081348889	-0.783679120478855	0.723215680991371	-0.419779175241605	0.122017902619814	-1.59187884672283
A0A087WTM7	-1.77218221502436	3.81692104351772	-0.745987041181643	0.812860995318713	-1.00220447824033	-1.748540315561	-1.13294169636535	1.77824387824713	0.749677686456874	-2.66507997666798	0.774268446993139	-1.86379719106777	1.9159758812348	1.51514904032118	-2.20828046412402	-1.24489014231343	3.07018253209879	-4.37107232170329	1.6785888367905	0.498018855648441
A0A087WTP3	0.102806942407551	0.407224195780513	-1.47568105384991	-1.00009307563791	-0.599547017684144	0.110223339769526	-1.06843156937479	-0.623040448539536	0.138790428177115	-0.0481300167420712	0.397404261128878	-0.263811328378223	-0.316328999702638	-0.130877132979662	0.232909352097778	-0.041429644225035	-0.0158620640669236	-0.0431808853942576	0.685560259246414	0.623405608139321
A0A087WU33	0.492687229336495	0.229482963145812	0.603640071668467	0.488000123316546	-0.504789944919349	-0.364736976705363	1.91911271133834	1.42281689363806	0.0448780764711671	0.0106280293513886	0.00342208342162035	-0.248052656469064	-0.236483001149817	0.191279589424098	0.0938077362633408	0.177896574199279	1.65516430877001	-0.0498346015608498	-0.161931820565915	0.135457447955636
A0A087WUB9	0.0202444822960458	0.360291967236557	-0.811681702500421	0.111995148970696	0.150869370385368	0.307557019630228	-0.814096643714519	-0.347381797155132	1.17637166755702	0.40253909071213	0.0454425881522571	-0.274951701352514	-0.0984210413617675	-0.218109082943888	0.00751105395091751	-0.216516099458207	-0.341630492063057	-0.534597026392389	1.73368814473298	0.0735738035090025
A0A087WUF6	-1.53790204808183	-0.0354434541613159	-0.797757597369187	-0.625756390776389	0.00627251853147267	0.707046078197892	-0.00463861706147522	-0.683543259641711	2.17172018953275	1.44612829301443	-0.0677583132883884	-1.11318156381513	-0.508167257918491	-1.01399384011837	0.802587313637296	-0.827946826508789	-0.141385119490215	-0.201710676618697	0.66093234198745	2.98515780893649
A0A087WUL0	-0.336340535904126	0.675153072588477	-0.899666338243805	-0.693790714327886	0.193428603137594	-0.362586506941054	0.0840003151138311	-0.333344599434833	-0.655962660083144	-0.272588776615192	0.363293197926175	0.143425248581579	-0.282674542678179	-0.784368774204456	0.714335085938418	0.638975560864181	0.197462863587634	0.787401031160935	0.411992584892201	0.0743805908880426
A0A087WUM0	0.0911816454649325	0.00840709836844558	0.735805800532922	0.766320705246144	-0.341838153100716	-0.630568109096594	-0.14192476854263	0.242637597722112	0.192454210595179	-0.165160243384938	-0.199259018315671	-0.366915116963922	0.0612815237938307	0.479206750964805	-0.066138559569286	0.354702573947003	0.125972311731943	-0.191148601164687	0.0723577584744197	0.157155885807067
A0A087WUT6	0.0952059445967358	-0.125937603917618	-0.778406898071842	-0.635616530173321	0.417639727503443	-0.389138338371644	-0.0595729143968243	-0.135891556939783	-0.747881283664925	-0.0485937322425942	0.0418177528178506	0.0995318780264207	-0.465486635613748	0.0892984459714277	0.182856170739922	-0.0354080058700239	0.0508517753621205	0.62102024252973	-0.037398362587029	-0.258071923373112
A0A087WUW9	0.0965070959802722	-1.24144818571931	1.07502136337126	0.652263554092019	0.616730519792322	-0.57858089875912	-0.800424232337371	-0.0159786011112182	0.101982112793613	0.295516003993772	-1.14055590472964	-0.757232775421951	1.03998644468758	1.31060312711808	-0.818820742362138	-0.592061876082171	-0.718268002156885	-0.338061627305763	-0.56380887321302	-1.03248092046646
A0A087WV23	-0.683295342623434	-0.341410611942147	0.5098947972334	0.155003939804288	-0.465517894514428	-1.13563344696229	-0.28101043567866	0.11017180466314	-0.999948951133147	0.742819217743503	0.0139090825847512	0.11796593976147	-0.0901672755395889	0.225840448937011	-0.0272415914732384	-0.579498089041499	-0.127135673579182	0.775179102851533	0.071471237644421	1.00661105187517
A0A087WV73	NA	NA	-1.82489289631185	-0.0518285431061328	-0.590203918127654	0.88326392511763	-0.60978308743817	0.562615495324859	-1.77192470611223	0	NA	NA	0.840981961228596	-0.137208967977825	0.375826072040872	1.06158591979796	0.164353938394503	0.00400704224855949	-0.322334566313909	0.689355663040446
A0A087WV81	-0.776257371972336	-1.17256488269788	-0.169614747953352	-0.943814740591693	-0.823063518458236	-0.948105388721169	NA	NA	0.579123129979113	0.161218151559718	-0.104405791922654	0.127557084992345	0.364779475359776	0.261139638136524	0.563173430553104	-0.491575451569795	NA	NA	1.24747740475196	-0.319257116856143
A0A087WVC2	0.0902155926230356	0.829638608119745	0.316651743692016	0.389611022028263	-0.595890567993469	-0.223952000648081	1.81289129352437	-1.09090514502574	-0.760937629837597	-1.29097319845163	-1.44324726371477	0.10913899972936	0.176566972338546	-0.651321049101737	-0.0747303572414542	0.23687449455005	-0.751764244939487	0.249820987062584	0.355912927289693	-0.7970999068178
A0A087WVC6	0.148336171709739	-0.185845325096905	-0.566444851830628	-1.25078709566523	-0.853637281388335	0.0981655781484815	0.328168120092427	0.195109186800745	-0.247353208565897	0.85940880104989	-0.486750643049322	0.530552086859123	-0.530210684294698	0.0938075111275491	-0.0493083241826286	0.419914133675114	0.126495222307605	-0.162892750723081	0.905144266334834	0.116245062814697
A0A087WVN6	-0.476584457007084	-6.44908285151192	-0.617263007258347	-1.72473833711854	NA	0.172466367064078	3.06714723250626	4.30971170811363	-0.415374820105524	-1.46293604778026	-4.13628135543509	-6.29903270276433	4.23132246156737	-0.57274583048098	NA	NA	4.29278339418424	1.11268790419604	-6.41522160775034	1.93926152077656
A0A087WVQ6	0.577109114846441	-0.154893519024098	0.455037395952726	0.303071814557258	0.149585489766788	0.208618741176589	0.192670038616564	0.164443824169841	0.429594374149325	-0.367730547045372	-0.379909162039165	-0.0232006343194693	0.192470857590831	-0.00426235577003643	-0.654908166427215	-0.509695481082911	0.226048281573864	-0.430207299174568	-0.535376388786254	-0.844916809909773
A0A087WVW2	-2.93957354809391	-3.7336994336916	0.341307114027607	-1.31140350955722	-3.54440784353597	-1.6616182628013	-1.14095364338825	5.25576879651854	0.989238537336421	-1.10479121039175	-1.70627781601818	-3.33605655572961	1.28022542155962	1.88182989010174	-1.39801541799384	-2.28391261939553	0.736622942332503	-0.555575505537264	-0.00347368168271193	3.0333607110441
A0A087WVZ0	1.13585165801593	0.79269598312289	1.43763704462555	-0.7502294169347	0.303127644439314	1.18789921606412	4.16916893179503	7.2121877272417	NA	NA	-0.201009892480542	0.711371620762733	-0.580960670494311	-0.961029322223714	0.309991943509043	-0.121440228584813	3.19993110133055	7.04941485037693	NA	NA
A0A087WW14	0.0886740542891888	-0.877447711650113	-1.26289096715627	0.400538238795024	0.340468879234763	-1.63521776817411	-1.01981414088082	0.24858338384546	-1.88143341491865	-0.576883843262391	0.160148073170515	0.905946236194248	0.947964405489486	0.578779428286795	0.573629365328675	0.299810459049248	0.753595810505991	1.17945164674285	0.0576210811264898	0.832191882945433
A0A087WW63	0.846965238886749	-0.297204123322653	-0.038070887375355	0.569068996740011	-0.520655274541556	0.711504537544816	-0.111262465186574	0.717727174712766	0.804975031475108	-0.687253538155592	-0.625698762538008	-0.118854783610365	0.618009062804793	0.878558003589271	-1.23345924099891	-0.97626929967314	-0.472769209358198	-0.863574191407658	-1.03348113450752	-0.700454446350505
A0A087WW66	0.113897835711374	0.0392285711506926	-0.0360074984414403	-0.375690356112973	0.153197642821543	0.194975572079112	0.0151890151261145	0.00198028715404606	-0.27665726939524	-0.347837650764896	0.0296470328226833	0.148006591296413	0.188226804486524	-0.0739700334980082	0.0669130747069524	0.346078151802168	0.056434522387276	0.0147137500268264	0.0352622497628928	-0.312428026264931
A0A087WW89	-4.43051296973447	-2.28535337858803	-2.60234527108404	-4.73484002892166	-1.94753598837633	-0.00489618099435783	NA	NA	2.08830090728364	-0.257073467251295	-3.47569457565673	-2.17662421351674	1.47948222204291	0.427815774740192	0.280588202912797	-1.08036520322559	NA	NA	1.75809707322479	2.60350706685472
A0A087WW96	0.487731066769855	-0.837004778067154	-0.584197374090046	0.114255152908506	0.0244003951322458	-0.103424354008475	-0.351532265690888	-0.13637592411646	0.339828733933272	-0.63028033971086	-0.746941322431741	0.966126812736243	0.778642997695638	0.494624873614264	-0.84591380881728	-1.15877721021196	0.710185750518067	-0.263004367377949	-1.20318803131785	-0.269673140492685
A0A087WWE2	0.241746575247402	0.387601076209946	-0.868275988588476	-1.05890897442408	0.547774484221185	-0.643720368369068	1.00761837350421	-0.181061398710424	0.298722267248614	0.0496189972438448	-0.274021540505561	0.103503414823979	-0.572462867471249	-0.298494333445829	0.350113177300712	1.14606985132217	0.458208524424052	0.652815817961586	-0.569583809838285	0.606472134166978
A0A087WWK8	0.398657828258399	-0.256392152038545	0.218730524754484	0.0166952936746146	-0.461442036096786	0.473426309977607	0.254149112931836	-0.351771286785821	0.0716832112156788	-0.38057382329533	-0.234824885601724	0.00046392699690398	-0.285962661708832	0.0241242323864244	-0.531867122541408	-0.305418844350492	0.0381608839729104	-1.27332648831511	-0.560465301735061	-1.41244748598608
A0A087WWM0	0.372399979533253	0.0040338014629497	0.148252993672056	0.839307078976329	0.0780196259210157	0.481945928415686	0.0863757482422376	-0.152813104400993	0.225335985126866	0.0543851714755091	0.218721845160399	-0.0887710715474387	0.130272431020711	0.195621948979989	0.101817464490473	0.317235348653564	0.238239748050128	-0.0118020122385244	0.401284121625145	-0.550814914438187
A0A087WWM6	-0.0865871180502892	-1.17473554925471	0.155768375595156	-0.216627608215746	-0.597926209036758	0.207291726932358	-0.176204181943818	0.446533457714415	0.593767698640663	-0.401207282545135	2.05784821025541	2.05369209624355	-0.34856107166905	0.54633741739081	0.466678056298405	0.345428541945717	-1.94667953563263	-1.00567122958969	0.154065997054156	-0.323546285004977
A0A087WWQ5	-0.670162527252662	-1.15830788484807	-0.0393999927969092	-2.05229547168363	0.0568067667931549	-1.30413619176871	-0.8136328148543	-0.399362911766706	-1.79538567118722	0.152822461340137	0.703734304984345	-0.422425558360516	0.0751366736783722	0.184988711623401	-0.15588182694017	-2.03836141461366	-0.846000864067255	-0.831910015518697	0.166707796498063	0.805778990633048
A0A087WWT0	0.610209500759183	0.0430462263354436	0.250919750523259	-0.594332807528217	0.125101020553483	1.77965677405803	-0.356842690981608	-0.215718272106159	3.06743903118424	0.501512438710212	-1.8668563107269	0.746140874576655	1.3976906938578	0.830618825008068	-1.23591364909066	0.345077794000643	-0.188455700021017	-0.998993999610678	NA	0.669102555734455
A0A087WWT2	2.07251524770753	0.504519826960789	0.93096730098148	1.55335672182408	1.54679870081934	1.13891261954483	1.69191108390973	1.52870665677087	1.65095594859439	2.05180259893677	-2.11040869219326	-1.70360106996693	0.007353534454276	0.856052996462916	-1.17619070039637	-1.78417851910019	-1.1477016079759	-2.18564547776658	-0.0460715517914715	1.46346248490912
A0A087WX49	-4.9323304086453	-2.66882262800949	-2.71105675037158	-0.716045067141725	-2.50483901684436	1.16372789471319	-1.56191119272038	5.39507244115325	-0.211296828646812	-0.124563856099563	-2.44881117259197	-2.96039383882912	2.07668733010309	0.064560816242728	-0.770625809508364	-2.00529313243634	-3.03307067148809	1.87140340590838	0.690284448114831	2.52522655618499
A0A087WXD1	0.0688401766949549	-0.739417671003942	0.245776321720075	-0.0654180398022416	-0.163635759165096	-0.295354671506479	-0.502984221242072	-1.40912564791086	-0.951454904998375	-0.39839895187712	-0.248344117483355	0.583115440999828	-0.211070401728242	-1.18514934617695	0.875302316541402	-0.104332310230981	0.618033840936087	-1.30586643248766	-0.522461219002434	0.819796248172782
A0A087WXF0	-0.383344636730417	0.48953755653759	-1.0745672485291	-1.62986197561464	-1.04902473147025	-0.92679201091684	-0.477244796471793	-0.462140525358892	-0.2097418635505	-1.06319852272048	0.572998339951276	-0.374585138498064	-0.736127592601826	-0.457115848766301	0.964441943308279	0.543592763095911	-0.030109369847671	0.0962794727025314	1.20528420001925	1.30553062525506
A0A087WXI2	-2.50991621029514	-2.8092563143871	-2.21789012916242	-1.43726210185792	0.556429235660885	-0.736295088803053	-2.41983742935001	-2.35917232373142	1.98442721949756	-1.23042267430462	1.31738282551812	-0.729705848653116	0.188200885521224	0.391641668664186	2.26726465024639	-0.952028068491001	-0.458052675639149	-1.05876696445301	1.96738945310932	2.49745436247994
A0A087WXK5	-1.09935858790095	0.845046596431008	0.886615799299218	-0.558405910560047	-0.104376728497717	-0.374059774886337	1.44292815215621	-0.636478666424823	-0.411394840549871	1.04560944569981	0.785741435347	-0.109507660676146	-1.2280893317854	-1.40158567673538	1.60643141362994	2.28051896430892	0.117116589099782	1.4338249093613	1.54422666047769	0.961629095591194
A0A087WXL6	-0.324691436312379	-0.00656173760566079	0.261507148664863	0.227106760430834	-0.199818846884759	-0.0831672703226312	0.167476060633808	0.40384304399822	0.439237376779255	-0.476716124133603	0.361850705490099	0.109404137952196	0.286439814091347	-0.185014098624636	0.795204982040477	0.0119838799083458	0.117594535525967	0.198075138894924	0.317937036122477	-0.559844671883723
A0A087WXL8	-2.83275672725342	-3.7447511738071	0.341307114027607	-1.31140350955722	-3.53711467661791	-1.66293445285588	-1.15306833108817	5.22972870150196	1.19045810147314	-0.983659745305714	-1.76240069659283	-2.84892275912727	1.28022542155962	1.88182989010174	-1.39159865391909	-2.54641650729804	0.759538550052924	-0.475518842806684	0.118744416710407	3.13032125684993
A0A087WXR2	-0.212920581907099	-0.205423355857017	-0.132190354886816	-0.68294983504831	-1.4291456892987	-0.555250752858556	-0.266320827082579	0.409156101428029	-0.81044796030004	-2.26094885363383	0.385983953647215	-0.0832615156301659	-0.444798506402931	-1.31897748363649	0.483112612276751	0.0850093870284094	0.090349888463246	-0.354993497210004	-0.693222234025649	-0.10281921720236
A0A087WXW9	NA	NA	-1.52007072156607	-0.235841324078184	1.10145808374787	-0.214933701154208	-1.18846560765241	2.81553060184373	-3.51175605018285	-2.41954264068531	NA	NA	2.39365793603003	0.403849980401306	-0.616882246840799	-0.0961308301537765	3.55770244184794	-2.41986295946837	-2.05625202639711	1.78390841975986
A0A087WXX9	0.0616180716895021	0.277345011196456	-0.0787829815354826	-0.0554656961175469	0.874551415834333	0.932192803754442	-0.41041282096657	-0.418962503402591	-0.834006147874964	-1.05090384438247	0.145515836832063	-0.00975647808864756	0.567978810129671	-0.170101767323994	-0.447063267878272	-0.546943639891897	0.211746428523102	-0.31509249908547	-0.505872919532025	-1.25561615631971
A0A087WY08	0.127950090689413	-0.797561457797238	-0.169496082196413	-0.0556002860244552	-0.448611497899031	0.618489245233586	-0.0938735236894564	-0.583844675500347	0.0979243224309504	0.737557015815796	0.399761169168877	2.20078344537657	1.75211447571384	1.49583941744539	0.287225806801089	-0.670606097404324	-0.0905435432913144	-1.05035175344344	-0.204814337424799	1.2303627288355
A0A087WY31	0.427708739215326	0.377644464245962	-0.204169656389109	-0.120912736261291	0.0147854435103373	-0.0590052188945638	-0.231229660759759	0.0104230534524969	0.584420132583826	0.356103184218173	-0.465521904161091	-0.0620857776980639	-0.10901622679995	-0.0883545062159152	-0.601775104841263	-0.0755629778633557	0.441734033152706	-0.230402565106454	0.280702459863263	0.514980756987555
A0A087WY88	-0.222766935778624	-0.0047312790857129	0.279041281182874	-1.19361599253294	0.971122428638958	-0.0303086573669496	-0.791127089266875	0.373186106508331	0.258792709623556	0.688336611272645	0.275781942332096	-0.470549533347941	-0.385149776263733	-0.622430519978472	-0.372293609762304	-0.796479477036163	0.358794959729402	0.455228177982305	-0.181002534904923	-1.42758952211406
A0A087WYC5	-2.22084158444311	-2.11548610449056	-1.0609058002284	-2.34384420619315	-1.42972232279978	1.13457149469847	0.0708729192172769	2.67409210995822	-0.083605845854962	0.345908536629542	-2.41938572697954	0.511898730063848	0.883721287677142	-0.857026379140387	-0.00886473762080452	-1.93593966103489	0.864957827394187	0.317149504514909	-0.0397406715801943	0.109019016168839
A0A087WYF7	0.0618557153325594	0.198288191679352	0.77419219845431	0.823273158169398	0.384682517484989	-0.48462950162871	-0.895024546134499	-0.609120595868282	-0.774874113500636	0.210499098731998	-0.672728222863224	-0.416098054377995	0.384659290163288	0.434925675925277	-0.00109924478622324	-0.0340478084220001	0.484268188973087	-0.0768552604433004	-1.01032461780667	-0.526141650206108
A0A087WYG2	0.0455817049733317	0.351890812243871	0.172921829140292	0.210066939303921	0.143070993225007	0.414751208701455	0.8853818651424	-0.657233909585651	-0.191716160166492	0.272169140285142	0.214049596889884	-0.0729466614094673	-0.252024989578509	-0.44163339838174	-0.0880525923005807	0.41010539155843	-0.743028676115356	0.472381101007995	-0.210081739205788	-0.305472003612027
A0A087WYJ0	-0.856389887965774	0.9105165824409	0.174066987418751	-2.48093698334907	-1.49612262057668	-2.48805633922742	-0.215847645793418	-0.139298133058484	-1.99246942830355	1.17500821446628	1.12084173099477	0.565178324614357	-3.02824983207257	-0.502820937507198	2.07947884447962	1.78042058758615	-0.789637739844504	0.735759941050407	2.00874425826165	-0.229948992650155
A0A087WYL5	0.218118000888304	-0.234929397761389	1.02819609256216	0.552527641098169	-0.57607406662208	-0.0889585540113327	-0.331726526366755	0.547599457448636	-5.39573496197147	1.99925354312248	-0.522914685512865	-0.319564586844332	-0.42589192958475	-0.376333550384501	-0.798338395764727	-1.90084189920403	0.62224014159058	-0.367464588529222	0.322030699584613	-1.54382484406742
A0A087WYN9	-0.38164625950154	0.185124168467912	0.796511193300998	0.0523777601257963	-0.379171753613317	-0.339962092154666	0.126809245957375	-0.338312331272047	-0.180797610811906	0.644773508117632	0.541323774590986	-0.219384575952534	0.010226763491724	0.563019111138086	0.104587172537531	0.244327592645962	0.0480427029551229	0.524273993064402	0.180122414075196	-0.539712691251754
A0A087WYT3	-0.254782218030794	-0.12079605366892	-0.337594211837077	-0.46060672802961	0.146941134017669	-0.133422084808224	-0.227469035430085	-0.119966194421637	0.0618002636166085	-0.230452077422886	0.192805500217401	0.347238741866536	-0.124611890555562	-0.780260029690356	0.384784137928956	0.283857529065982	0.00355085963163935	0.324977154677295	0.247476808126557	0.343236211520736
A0A087WYX5	NA	NA	0.835155996255742	0.569599337966498	-0.409167610502237	-0.279857000331415	-0.101606590331424	-0.165661582117348	-0.226827138227399	0.506602550136708	NA	NA	0.525198165270338	0.564160728717368	-0.0235388752194657	0.153435700331695	-0.0649150149630389	-0.921453963983698	0.644356658111498	-0.487005589298635
A0A087WYY1	-1.77856488965446	1.13602431605394	-0.313688004513029	0.106403825888514	0.11400025373378	-0.918713215658642	2.24621967123101	-0.303446921036033	0.133453790673421	0.677309100360603	1.17433207979899	-1.07289857571355	1.06451497064967	-0.0759757805415678	0.804508718725335	0.0917294057227473	-0.0780564008354342	1.60236091327379	1.21229178077788	0.445413118474178
A0A087WZ40	-0.421417181663314	0.541721799533267	0.536161716582811	1.9678041373875	-0.263119515163659	0.869516918619928	-0.69422126436921	-1.27485766852929	-0.606263788241007	0.648151618324436	1.19510235648104	0.440121596280767	-0.0777863154656005	2.17776548130365	1.00656174833995	1.95727820214482	-0.223170675166955	1.68018888925987	1.81089405046016	1.01668275767271
A0A087WZ62	-0.346877332286886	0.664103919026859	-0.449686440101985	-0.108368245316427	0.888311911604455	-5.29933336067485	0.945011820556393	0.491678215453852	-1.2719583340226	-1.05323777871128	-0.144163820081544	-0.820170536209584	0.0881718002250422	-0.771129794405123	-0.55084709329352	-1.4214930931139	0.0784989621529756	0.150194638539375	-0.503047708007844	-1.66572546924299
A0A087WZE4	-3.59774393554505	-3.06264369159314	0.217006900254633	0.20430299862336	-1.47678063113084	0.318214565210634	-0.994327322639061	2.60131317994304	-1.43808874451361	-1.9711882302697	0.618797176511989	-2.88511820719505	1.84029519184562	1.28995179591637	-0.48440927700673	-0.701852197198436	-0.372380609416771	-0.621974965102542	-0.191489188128205	0.825619055662068
A0A087WZE9	-1.6444622825775	-0.30583903749023	-3.22317448142335	-1.1854770539555	-3.99878323116569	0.114980500778013	1.08811358486786	-1.59297527594297	-0.340008614618023	-0.188593122404744	1.63352042554966	-0.310466136126209	0.13840579025614	-0.585855968437952	1.89153671292065	1.77596145503089	-0.509729930672971	2.22120027166178	1.32083273213143	0.671060709132464
A0A087WZH7	0.459398722751765	-0.198260217256733	-1.05468687977276	-0.454772158778199	-0.244154469481798	-0.386810283581499	-0.00115893967244465	0.00402098710070131	0.0931302633715531	0.600376934160765	0.876862728578451	0.468890843631231	0.250103986609691	0.161752879167502	0.759418742232865	-0.413601687797633	-0.16000154117765	-0.0270318838351168	-0.00975083241223567	1.01321597936272
A0A087WZH9	0.564250609533474	-4.56651667562799	-0.707655497402139	-2.23920055551588	-3.41580842454489	0.877692201453605	1.0810494541899	2.2417628600343	-0.415374820105524	-1.46293604778026	-2.07210826222906	-4.06139183229482	3.58790509956531	0.0891438833272626	-1.71046623770847	-4.6536283151428	1.48791533622389	1.37044669269956	-6.41522160775034	1.93926152077656
