C1	C2	C3	C4	C5	C6	C7	C8	C9	AD1	AD2	AD3	AD4	AD5	AD6	AD7	AD8	AD9
O00139	-0.508208264481182	-0.623493789581836	0.351791006306654	0.445184751279884	-0.589852563597377	-0.984935940661822	-0.4957186190754	-0.50785740990243	-1.30778021604226	0.445577725936263	0.267313966368035	1.12422379470289	-0.0236409542088977	0.27655306785241	0.0122066094835456	0.756842444743923	0.420029395277447	0.10636197834761
O00154	0.900366476203759	0.554543852033041	-0.123848572036154	0.462702113050609	0.164528918886821	0.427182154865114	0.0631254714688883	0.133537699894226	0.0132348501642899	0.398992338520888	-0.113743555267106	0.295349578708556	0.633280368065996	0.304186947735117	0.11973625010169	0.463793780122477	0.486204225650825	0.339505959592592
O00159	-3.28099671293027	-2.26153109470199	0.453396472420722	-0.449711895660494	-1.49872054445732	-2.13567691450455	-2.16012222464608	-1.7553706703405	-2.18670525510723	-1.54723846021507	-2.09641709452006	-3.98975620946039	-2.5843426110587	-1.09529055383355	-0.425218355698781	-1.90082852830872	-1.96049180782989	-1.38507263981132
O00170	0.205312086138185	-0.0722426241469795	-0.0628164329269849	0.216549934460393	-0.42989007761978	-0.798431191110597	-0.779278843384821	0.166478447079511	-1.6032323526793	0.304146447960622	0.674174487120555	0.450285068318976	-1.61028906012513	-1.69538555278311	-1.67166829360937	0.249118730978925	0.358405978915696	-0.757065093892905
O00186	-0.606516436517417	-1.4230884172858	0.316686896349677	1.4048636001983	-0.30824647252973	-0.772718294366391	-0.813923228328009	-0.284581709641726	-0.438033573858603	-0.197138520112305	-0.192367873355267	1.01638618213896	-0.398193436844675	1.31480730329715	0.0979994088538138	2.37730639803323	0.757369509419265	0.212164770976111
O00193	-0.558444989923783	0.145383823138511	-0.0560402532464314	0.0840172924660807	0.0316654530369007	0.0512138881395442	-0.0223678730382759	-0.271130237803533	0.689334011425082	0.135033123338641	-0.87897411661995	-0.936941711515554	-0.387009923379202	0.28600043940698	0.190347068064052	-0.244102924654505	-1.67570021840357	-0.475278042421052
O00194	2.08135064187121	1.58068173815565	2.15516899069431	-1.23092519590597	0.236578220680227	0.0819408946309275	-0.712433964056739	-1.29230767742604	-1.38913609698232	-1.1606748013785	1.01982427911476	0.507561121182896	0.091807956026229	-0.694269643979101	-0.260330282144106	-3.35736557692923	-2.29719571102685	-2.0027721237834
O00217	-0.517790829239116	-0.742900066700553	-1.21848955555509	-0.442300232170842	-1.11163180889848	-1.00989779399312	-0.177359395592046	-0.770461356890899	-0.469178355361596	-1.35954093378499	-1.49389056769857	-1.26370413813834	-0.889314743066333	-2.03855180420911	-1.58649600627658	-0.474126142827561	-0.771079991472169	-0.980739561816596
O00231	-0.436973211484069	-0.883957143671498	0.305098700501143	-0.473924428997087	-0.294438168129518	-1.29038230639286	-0.535922907656617	-0.655359288426757	-0.596827825617518	0.555779017063026	0.26251738537484	0.492528347411725	0.11066723199977	-0.210980737057966	-0.116135278313916	0.203344678669888	0.438000773673763	-0.588227173246418
O00232	-0.45606199244184	-1.01178652500986	-0.206810379512305	-0.226699901216734	0.326942277454782	-0.434650663483929	-0.249265948089585	-0.767012898912616	-1.06947781878643	-0.513420495943556	-1.26204342162065	0.179595252619396	-0.000189832855701837	-0.230248911273255	-0.166635340591861	0.146016091614553	0.270134079218753	0.296019143584636
O00233	1.15717326535448	1.22985023744032	0.143493994613595	0.68199952274445	0.800187604281206	0.836757300918397	0.499286099408423	1.01081018199649	0.489489865504485	-0.74253627566118	0.171577491213482	-0.197818871185393	-0.959285373713848	0.79481813468607	0.347161668127893	0.416107458818361	-0.351881447914292	-0.941935937285709
O00241	2.13252993017137	1.95053306747976	-1.00937081033619	-3.09514536607197	-1.06971542093277	-0.136594721014896	0.412960431913641	2.51894830493824	-0.469310369732243	-0.75168914235674	3.19699176079907	-0.123092308344343	0.509908950320114	-1.12590104257401	0.220318261303258	-0.834628846872208	-0.23220653408186	-0.26578685076562
O00244	1.0730679320052	0.639818046567001	0.545418329567554	0.766134929954499	0.750675389302795	0.644545070150526	-0.195018404812599	0.0375160925783898	0.460157276546711	0.203947287981515	-0.399337651100478	0.855932505477342	0.157510607005458	0.837144924823916	0.415592757802954	0.602442155733286	0.57950912007842	0.559685816909198
O00264	0.386040518263338	-0.132916078493706	0.538052146467865	-0.335221450222717	-0.748950189435621	-1.1938378541638	0.377374840769343	0.367838481853294	-0.546618108120009	-0.171256697411476	-0.122341300283033	0.378316011739257	-0.369397616718152	-0.504523729909749	-0.757954241770024	0.180897757448453	0.942456853035579	-0.651117433256619
O00273	1.49573011191256	0.13128976589354	1.04365051622865	0.828986505121716	0.451750067660727	0.0296087901312559	-0.172540243753584	-0.353389724990075	-0.249386897688832	1.04159044764826	1.27187404503171	-0.305676470117409	-0.492290596544212	0.193566348567891	0.0327784771404329	1.10924029794959	1.39281121846488	0.0562067151655582
O00291	0.235468052662078	-0.731769788444124	-0.477054254923779	1.62995200330105	-3.08218803725333	-0.495353634750003	1.38723754311491	-0.980891298426953	-0.158004376305445	0.245586700696378	-1.05820497274837	0.443137799785497	0.208481429442171	2.05946318478856	-1.83094517435558	0.795772208617406	0.303023734766899	-0.245350202492983
O00299	0.520808732268097	0.530109230341021	0.607076930519484	1.80125670357079	1.13914287490773	0.451946365087092	-0.32982040292696	0.853041463396821	1.83760391017212	-0.882401697306423	-1.07892942267443	-0.127672027135025	-0.293976066422882	0.491648543616495	0.0919717188916764	-0.612902467130507	1.24505113080803	-0.0270507150519633
O00303	-0.962880503843121	-2.04910796386069	0.772874253418065	0.77202389883596	-1.13779824281043	-0.827627036708967	-0.904361708773968	-1.65399986072914	-0.691997856422035	-0.375028412760858	-0.506452337561504	-0.632596765465465	1.02923860471451	0.397611321707876	-0.0325983147482945	-0.385402079326377	0.399477248294537	-0.378752137555062
O00330	-1.00673698414211	-1.98838246336506	-0.329697904873242	-0.805785397748014	-2.47934033543304	-0.44640500127247	-1.01432580549018	-1.94231010715754	-0.528201200267667	0.460075861199884	-0.3591179339132	0.217613983677165	0.69961437338705	0.120873472971803	0.542586059753143	0.104441310870981	-0.596458387046643	0.225498760377495
O00399	0.457831919782169	0.346502970871687	1.81981945394291	0.588882050476419	0.461061971256938	0.664800844609365	-0.231264985096982	0.0980216350301708	0.524091970196048	-0.623538337681183	0.371221156211071	0.410175415789815	1.19090882449868	1.08473829863959	0.876896561885593	0.471211098523307	0.406313289906251	-0.237281457027774
O00401	0.898052711225965	0.74331193750109	-0.262405035669377	0.361408251909744	-0.157655873953634	0.95333814775521	0.600461762150462	-0.0465810329137371	0.00461299943381555	-0.204822358879095	0.514916769650938	-0.0419096948156163	-0.217541402227493	0.756029593968868	1.78803510532192	0.229161715418174	0.623138521690635	0.514502995371784
O00408	0.569534202061885	0.441118964253048	1.54020548080886	-1.4689084482193	-0.211210975005547	-0.411982734762132	1.34145968136578	1.43313719571736	-1.06987218132598	0.00474401513852469	0.919062001026357	1.9498943761499	1.17151608035428	-0.068562096140038	0.171664378582388	-0.137256643579889	0.380994559993035	0.553085212313008
O00410	0.537527553336182	-0.956850667613398	0.642394194554336	-0.817181889678009	-0.29088148645041	-0.494397273784138	-0.0903133570582362	-0.265261965204155	-0.484267675694497	1.26338286151652	0.0567278856879682	0.256237672008725	0.338240123927611	0.107749861461098	0.123083719710861	-0.0660611040793726	0.25053686391587	0.0405908658858618
O00429	-0.590777246358496	-0.7202207993511	0.491204702798563	-1.26639681115247	-1.1439640211329	-1.41199816552761	-0.566568494346147	-1.09336590103633	-1.05941466099656	0.803096286687085	0.112132992256928	0.527539303440569	0.875810183447019	-0.388818899642858	0.146071335381242	-0.321674261048614	-0.440857075157738	-0.190864832951535
O00442	-0.985394126791068	-1.3853459728992	-0.107286408726229	-0.613227369886572	-0.207456315991008	-0.953599170769358	0.501859588727258	-0.701604975590938	-0.710910172360306	-0.109836483840194	-0.136238908677206	0.0921892513010449	-0.632723370317788	-1.19174224248964	-1.63463462942883	-1.39630976501231	-1.01713036233818	-0.527822020509347
O00468	-0.0783302543208014	1.23461258212424	0.0370296121074317	1.2691725756081	1.21026706357918	1.28514231679282	0.379840395602894	1.39610260837544	0.910167818318116	0.313881391526106	0.612310215727273	-0.322229131390842	-0.353053096625053	-0.158105779763164	-0.354726187301424	-0.0545935036505597	0.499993659087958	0.034998670165998
O00471	0.264823152602035	-0.888761060443226	-1.40318359385428	0.549178200283539	0.439026098191792	0.230075131849355	-1.49508541817399	-2.08731542811438	-1.17354576740849	-0.737620561744476	-0.0632350190988883	0.149361267573463	0.37742720137359	-0.807057720267819	-0.241650225140903	-1.83523530727537	-0.342631890082957	-0.965108074031256
O00479	-1.33166191420857	-0.226999726594361	-1.51783837525165	0.539313989408162	1.03664670588767	0.623573873667389	0.357752542515459	0.701747020877871	1.36489592735672	-2.51134257374364	-2.77706208802796	-1.17144070809463	-2.12707851557561	-0.0902221138982161	-0.709079242646958	-0.556195586362717	-0.556940794998018	0.107988742134503
O00483	-1.40102378830556	0.165896155357644	-0.72893972960332	-1.69727600906352	-1.44640592544563	-1.05514143542899	-0.968809660247226	-1.04831386140573	-1.00898010931754	-0.521964631849136	-0.00815688342199023	-0.503042334323718	-0.437167571455728	-1.88278511408299	-0.645378744735514	-1.10578307569742	-1.33685968740482	-1.42602532401861
O00487	-0.495465517235587	0.549555678412484	0.939035105439334	-1.1788217603099	-0.461446503315405	-0.533058827788363	-0.0871836397915108	0.00148383180312774	-0.11030048825733	0.878862315077834	0.234090118086617	0.783840470296627	-0.157073598777338	-1.59587144811163	0.47221382986472	0.409555181002434	-0.504190669326738	0.672156467139355
O00499	1.1395319490011	0.0863049706361206	-0.0524012945273328	0.701566044387672	0.596243266127461	1.29405437714285	0.568856508803071	0.063648395398079	1.81029735304087	0.872079922060306	1.07442877784152	0.347618848618362	0.877461286424046	2.0009970671422	1.2133541466371	2.24244232996123	0.788863949773368	1.74319739438241
O00505	-0.688242242169031	-1.08561342355509	0.172691562012507	-0.147926920152395	-0.723838274395146	-1.45933560776371	-0.569419256606158	-0.721819761320927	-0.781907307527042	-0.0826507002368572	-0.145176967077641	1.1892932495561	-0.00111611784557088	0.2438866472893	0.204556295579117	0.843210715281463	1.23272736747156	0.129202352872446
O00533	0.817129834247495	1.28079775810159	-0.0675639645594779	-0.210357748672555	0.441417150751455	0.82647769606626	0.349799968013233	0.511841891466671	0.507525894703472	0.641321224538011	1.33777785504939	0.278725387140421	0.681973268290284	0.539432977705665	0.288378599501366	0.107321855645068	0.717904177165452	0.398457677925817
O00567	-2.31204221331586	-1.14814734570688	-1.43365571463117	-0.401346610043201	-1.67043367182775	-0.267866295323997	-1.87973943280836	-0.314312382094987	-1.4866742027387	-1.58614434439266	-1.9286336721116	0.275011089337091	-2.29600773548045	-2.26920551447168	-1.36882754847005	-0.687081614318984	-0.724357501801277	-1.05156466086512
O00571	-0.607473957475421	-1.57171815527242	-0.134354619411901	0.268570125962425	-0.302459649007274	-0.979832923148906	-0.569747099744566	-1.61863655528825	-1.03642117147533	-0.840344229189187	-1.04623061536168	0.138828941708024	-1.12343366246389	-0.46345442657791	-0.653235985427954	-0.481551571970014	0.64370217131779	-0.61538653144781
O00584	0.593522098232608	0.899474343170634	-0.320447428579032	1.50871762549722	3.02315440551215	2.45533346226707	-0.544258873789976	-0.87078340016097	0.637013726564357	-1.78373853287109	-0.696202537011732	-0.61561655843407	-0.348475162564601	1.42449789452216	1.13686060233408	0.216517603037291	0.824739125889989	-0.526063327366749
O00625	0.18940488172317	0.710444546100229	-0.252318919647176	1.23109115286162	0.364208084460879	0.620693798761219	-1.07801670744728	0.710879287022926	0.933325744354615	1.05330283620519	-0.0674141286334434	-0.933109560596517	-1.08172003513993	0.51887264787814	-0.283529005082461	-0.551898592942877	0.900316103336312	-0.737123500357714
O00629	-0.539712515445663	-0.403631700471493	0.816577945104808	0.340351789416482	0.223140671934178	-0.18815684697609	-0.0596903452998211	-0.381116070550906	-0.313476120126952	-0.601837802387031	-0.165314660456027	0.21078481792543	-0.502723120070905	-0.210727614270709	-0.320353449473535	0.0822741688370274	0.882446278962666	0.0425114815944895
O00743	-0.980085300648334	0.357073017480721	0.511749768732808	0.204351617551813	0.183705305927227	0.0618275140821548	2.13511194503425	5.23841019156395	4.2607910640177	0.405534015169613	0.467702046623769	0.512682358482764	0.850282562742882	0.892235175678067	0.629088139518832	5.41747511722123	5.05575116540713	4.04659035789105
O00764	-0.303639136246937	-0.905154672364798	0.71881341329779	0.265281829826138	-0.965299207098648	-0.964668912849777	-0.422589381708647	-0.427644318584646	-1.37700390968546	-0.158653833890238	-0.692642539947706	0.936743582543644	0.176879955456785	0.0427851745789791	-0.0929761061735088	0.65876510893346	0.0424333008318796	-0.43557810801125
O14495	-0.0311726006928348	0.173131604284881	0.432050793442407	0.205438487365182	0.276986732388859	-0.0478305017832782	0.623022757209678	1.4171298896237	0.626860352526545	0.0420025985067263	-0.142983854787596	-0.0331291417791398	-1.03268737753391	-0.767870132230221	-0.906043055854583	-1.0994025045114	-0.718162827897602	0.0106243429065442
O14523	-1.21180439515876	-0.705388371087967	0.375744116078449	-1.21094139679102	-0.443872219809894	-1.21693284913808	-0.0861541010263931	0.305880656913298	-2.30171076115243	-0.252356442826589	0.492148105875495	0.274001051857724	-1.26778463813683	-1.17985174733256	-1.35158642902992	-1.65443659437474	-1.64610164090714	-0.120278736001207
O14525	1.49316087488539	0.417768398709218	-0.30169319395588	-1.84162708615511	0.841689412699152	0.538816668704364	0.608145661260691	0.544041892698445	0.206633884604071	1.32658967239207	1.00665957812242	0.483327900511745	1.83356952214684	0.439231033122113	-1.9646773470854	0.522863528846151	0.0882836678043859	1.09566188025192
O14531	0.564831786787055	0.748449521840748	0.140269345519176	0.131193960733377	-0.111259249678752	0.171582621729644	0.284174781288099	0.202544333580731	0.0815165010093307	0.728668102771893	1.08657009582778	1.01860717750834	1.27596164433116	1.06983877724592	0.414018031818605	0.796228395448653	0.908298509743968	0.886612504103525
O14561	0.0256126465887393	-0.318457851594229	-0.0309271858939458	-0.381792019649111	-0.688055230864215	-0.161386951118957	0.511712207608893	-0.689061395742406	-0.361281792805162	0.224685854713819	-0.696439850287132	-0.266553730315806	0.586780359672027	0.266947957639304	0.80390791571762	-0.227032308245477	-1.89897551017538	0.0813963837225074
O14576	0.503750005256411	0.418529475813401	-0.231068035104327	-0.0558438274728396	-0.446317957970182	-0.19684959005816	-0.368986906896709	-0.0795913784468125	-0.309633931530868	0.308829208051887	0.734912253102648	-0.437031239663603	0.932998887421757	0.533604384708053	0.451782194196552	0.605138590367567	-0.0715537996674549	0.401262221205696
O14594	0.921049103378326	1.15072184162329	-1.13249991568242	-0.286239051975022	0.670108389205668	1.04574382970024	-0.194484993128986	-0.544462698373904	0.257614525628209	0.944930107130526	0.370425315236139	-0.00814919964821478	0.493413480043675	-0.31580856010433	0.150728951577476	0.566308213305968	-0.26140018925345	0.439289976380012
O14617	-0.634841941769645	-1.0604298492855	0.546112648788487	-1.29524442024796	-0.889656361007761	-1.51472144665776	-0.264589595329076	-0.276981971393293	-0.899404486859206	0.491174012811112	-0.209995259367027	0.782277487854868	0.880020993546692	-0.440248164750709	-0.10062798422029	0.123905751256421	-0.115350616664961	0.434545348866986
O14618	-1.96858616205317	-0.967132582769707	-0.447936649781032	1.07112704200533	-2.65644909385927	0.0289506725174643	1.47287596307193	0.573467928789096	0.940009179138351	-0.791758492779664	-1.80785429006395	-0.990443694695251	-0.739565978251502	-0.64120860190261	0.278304795559518	0.420656347404101	0.418459033487507	1.12134129065092
O14639	-0.551940154950584	-1.01398938754733	-0.34238373029026	0.451933894017765	-0.171171654313185	-0.397684246264035	-0.379061935936807	-0.358053016321603	-0.0634715791240402	-1.28470300639086	-1.37014992161997	-1.22897817964888	-1.00499233906127	-0.149971489244783	-1.75318876924879	-0.291963764277441	-0.777802715977392	-0.480592289901979
O14662	1.53994536038531	-0.688591142596523	1.33045539883729	-1.14374986091604	-2.44071787922033	-1.8517933050698	-0.600691701105315	-0.608692894425045	-1.25499176977406	1.55992798681133	1.21856146956861	1.52708078936845	-3.42563409781374	-1.89502827896521	-0.336155478989752	-2.21980153752835	-0.706828901017115	-1.26089344181484
O14672	1.08328215838608	-0.00246056838170437	-0.655434086849462	0.797428425378961	0.66936290899931	1.06396822845831	-0.302615615247142	0.556645055693098	0.931420409834619	0.504519436963205	0.461867490428531	-0.0145547764291756	0.122340115836938	1.00238096118755	-0.137018966799437	1.6361661776883	1.69213009795241	1.08667126711612
O14734	-1.34213354317128	-2.51682325386177	-0.176977773019883	0.614595051210628	-0.35535236851624	-0.340316984514839	-1.32971057388949	-0.727371229645009	-1.1927423519739	-0.624434483227239	-2.8020627571067	-1.15668014301142	0.981135262112984	0.226559555971332	0.30517845735868	-0.359118748545527	0.792360428446361	-1.17385047445817
O14737	0.447824144072215	0.668859850624157	-0.218309761962821	0.498903642292058	0.581953545332166	0.608067141092427	0.785234934722828	0.507673514908838	0.693017072857881	-0.0640271200664658	-0.222651236035182	0.0421405840022652	0.181607130566733	0.328049896944694	0.279832445847522	0.698830004525529	0.397761790905835	0.41155427132997
O14744	-0.210615970922147	1.42259030538662	-0.264290224385204	0.277835574980054	1.20007128846222	1.05295465189163	0.505438674654399	1.305463381507	0.602044167452102	0.215433592556675	-0.0884628281895735	0.0324476568429297	-0.903242618245824	0.579868545415723	0.306526605529423	0.414610938869115	-0.499062959218783	0.439081868267311
O14745	0.0670049284794282	0.707036571889816	-0.406450193003423	1.33502089740822	1.23417037882374	1.00362052421005	0.128679452284698	0.608282505035253	0.702854818164505	-0.5444739185382	-0.814685725035071	-0.264039377789323	-0.0336998170988366	0.822860665963403	0.226109718156905	0.246878461126078	0.808357750615292	-0.017800896517809
O14773	0.929079911525784	1.10783995858278	0.87522661011695	0.446024594423416	0.244450928372618	1.68460355787098	0.247711994786899	0.361599898410479	1.20048049077045	0.164638466359395	-0.364593064504256	-0.488687281822284	-0.450475919026201	0.24583551606448	0.0311857572919116	0.186536348101527	0.338451213801933	-0.203523466969184
O14775	-0.407940898004989	0.283675405819195	0.072564848606425	-0.900986419361908	-0.808734986991873	-0.831594774955689	-0.338986385985683	0.0615494098529377	-1.04329260601536	1.08462337340565	1.18537034362512	-0.610773169523104	0.738921763693045	-0.642748355867612	-0.0689767195698022	-0.183528523339804	-1.4096432885627	-0.400395979259355
O14787	-0.521045859016069	-1.74957782118484	1.43878000132162	-1.86465202512483	-1.19635120731981	-2.02312115253195	-0.434575677335097	-0.335886926368128	-0.793340828647675	-1.23973524373815	-1.08020882592325	0.551217350093575	-0.784116900619628	-2.04351491369353	-1.0563558357388	-0.779558100300085	-0.688664301265627	0.00273044369503219
O14807	0.626805572087734	0.989033042295945	-0.488975866819944	0.0690622968163582	0.547868866594771	0.099886415761638	0.53142948967869	0.436116632979707	-0.703687394355808	-1.04930162896501	-0.159099141929908	-1.23978084957632	0.0470563593161584	-1.0663027674293	-1.62276562174094	-0.605024080287457	0.216621002406263	-1.1178823339284
O14810	-1.57165049054785	0.0374776846661806	-1.63762425699944	-0.622096218163968	-0.797343293348513	0.15383603732271	-1.90395806796512	-1.76534782111676	-0.78929765920818	1.74253132589718	0.798765738580114	-0.395152140977312	-0.743129538798555	-0.0578649665046204	-0.329516434774229	-0.371306019754262	-2.26053113705323	0.419089401312026
O14818	0.319187408893245	1.43878780295306	0.366780336086404	0.0921817391345345	0.396552834947209	1.13084084150824	0.288617201536128	0.753944295791791	-0.0990908993188874	-0.0119972254244228	0.1999737208711	-0.171136993454269	-0.0632138933447753	0.0505169638453873	0.338422407084038	-0.294266291476122	0.224347529965933	-0.332949672314654
O14880	-0.838170772750647	0.992904064736864	0.572017305113831	-0.864264653516828	-0.632770126525628	-1.38153110981867	0.595865910401979	-0.185171650869409	-0.489278389684219	0.106683977488448	-0.13883951091926	-0.103737826931282	-0.792180814698766	-1.37006164410499	-0.928555372194946	-1.00000911218723	-0.780425059412689	-1.45394308757548
O14924	-0.677911998943209	-0.358535164731907	2.23560279073114	-1.537605543143	-0.108059159924691	-1.03860406655621	1.59830759723388	0.200227950231458	-0.378892333419077	1.44606088509248	0.385813808331843	0.76727287615163	1.23517985638717	-0.0400492758241764	-2.57977392088145	1.40200231149034	-0.611711548104369	-0.493963970573218
O14936	0.501884352491268	-0.595787089245211	-0.100194936311489	0.634673985255365	-0.155889138421937	-1.00463485434601	0.26066006676534	0.245523224187314	0.0393557283062065	0.164251269183375	-0.542116917295211	-0.0406761903179633	-0.147474930515665	0.128899587973865	-0.400616589570761	0.000718623487497047	0.683258698712297	0.343116700172553
O14949	-0.86363207579832	0.164663630238765	-0.528429356280264	-0.87401095136451	-1.2831980095787	-1.1838304172001	-0.311656820159448	-0.278121013992084	-0.284298875067362	-0.421410036743054	-0.485478969647969	-0.223130845719446	-0.38939397611497	-1.14762626672603	-0.462014519506796	-0.917775087084339	-1.17413476631078	-0.769715427929984
O14950	-0.187408313467785	0.159075485959967	0.207808491829042	0.00775792267990223	0.101886437532767	0.117006586327028	-0.0236831168070492	-0.17990727927293	-0.255890752665088	-0.129600574077102	-0.104691688263919	0.250996762934758	-0.000869427564262536	0.328426058536397	0.638387416020707	-0.119451866455614	-0.0160337523535234	-0.218214567049792
O14964	-0.127904524669544	-1.23223458169953	-0.33508552422969	0.0843270867326694	-0.612110817655511	-0.377376851700964	-0.292367059950915	-0.8603902237514	-0.202779749422502	0.245906970003763	0.164925195342718	-0.109311582287864	0.902047790506659	0.592645277892941	0.22454495523009	1.23884612320787	0.403659090944854	0.513131114226101
O14974	-1.29720628850169	-1.0129819345705	0.292481123421537	0.846002981792947	-0.0492396333451707	-0.0901347317882329	-1.18470130218608	-0.494423801388296	-0.73394979920455	-0.187602698179803	-0.270067695099585	0.607833514968204	0.12799162088383	0.926654256448244	0.473868449131249	0.0292487249034236	0.116468551291539	-0.0128742507689131
O14976	-0.118204904909506	-0.689973527865688	0.827437853148911	-0.961674013947396	-2.70259334786571	-5.27138446178932	-0.329890838658182	-1.12548922090567	-1.65850267828068	0.56515536988572	0.188753382510721	0.223137971082232	-0.796344369095244	-1.4757284384955	-0.232589844486221	-1.40406760252591	-0.236707732021957	-0.690544671349133
O14979	-0.783615266392143	-1.9255728000257	-0.0401473920345204	0.0660242127470768	-1.57709369689523	-1.39079216657091	-1.38322756854306	-1.94242771194607	-0.444879267864616	-0.00761102871395969	-1.74790647288722	-0.618466609074925	0.499749358254151	-0.0768139536624617	-0.252657886321956	0.438125423002029	-0.876523444715764	-0.236030128695529
