C5	C8	C9	C10	C12	C13	C16	AD1	AD4	AD5	AD6	AD7	AD10	AD11	AD12	AD14	AD15
O00142	-0.869588916832687	-1.19088575792915	-1.14442312197555	-0.959435041685265	-0.949148007290859	-0.843554119666778	-1.31118326128417	NA	-1.02078335878489	-1.04309429060918	-1.7468987259677	-1.58282978746612	-0.83713709416242	-0.904605007743293	-1.22478547159703	-1.04521793961808	-0.883659758407048
O00154	1.42827485660647	1.25794236113416	1.38125873617542	1.35960198014179	1.43556255567206	1.45369155463055	1.37650977246457	1.28415035533758	1.26759696838411	1.41412176281408	1.44279604278909	1.43991903343929	1.38862775626626	1.41507331251942	1.30182996567797	1.28660420014452	1.4550580134675
O00170	-0.925054700522246	-0.743763974343157	-0.733253837651432	-0.57886964189172	-0.668305469186281	-0.711796141329745	-0.582973949321978	-0.462242605212308	-0.751825264567989	-0.485944822601526	-0.435496795768453	-0.807001064514123	-0.64344958076494	-0.762531039224788	-1.1549307628047	-0.725580403200427	-0.600253019898569
O00186	-0.832094150019323	-0.468894741865275	-0.676921346244911	-0.944219811180995	-0.955639732650541	-0.884793443702165	-0.561915648491396	-0.405881545941856	-0.939111178314851	-0.64955376080756	-0.359567075556096	-0.499563062426372	-1.07937989052118	-0.899561730114489	-0.469586718639305	-1.26847291858374	-0.671606257902647
O00213	-1.19265860486991	-1.97186379319946	-1.22542727156013	-1.14103552149378	-1.37760146767874	-0.786140417205194	-0.908924021122128	-1.64231333134334	-1.62250778800898	-1.36235622137662	-1.64588542074411	-1.6893710415332	-0.8370787913482	-1.46919220935633	-1.08263346357973	-1.60375909333294	-1.3748439987865
O00217	0.735880708091563	0.671447669937272	0.870728603911593	1.01875801761843	0.92823601510371	0.727843050510288	0.843797968825445	0.488906616858689	0.715830247363019	0.828071746650935	0.543481511550815	0.589279461050088	0.748386841865564	0.868409420921802	0.626924592143422	0.849469034780878	0.925185374148854
O00231	-0.68279515740904	-0.582099088750001	0.761446986647182	-0.477703685008399	-0.473112088864765	-0.645081386769295	-0.592445964938231	-0.431741613706225	-0.677428774200039	-0.791128924635945	-0.59090195908071	-0.523271743801315	-0.580132661977891	-0.57450810147271	-0.559809674150186	-0.535950363334011	-0.716057860838318
O00232	-0.843337158599425	-0.715966556548913	-0.589175589180491	-0.697276709789479	-0.760415490694817	-0.788503096132053	-0.768564451449229	-0.195514444984402	-0.796579619048409	-0.895649606392986	-1.04084196530047	-0.619189858592819	-0.676190742030833	-0.786262310809395	-0.134415534114607	-0.751211087527559	-0.771621515025331
O00264	0.799462066065164	0.606691166059618	0.525074144695697	0.437044105077722	0.800837676416273	0.683400660661685	0.583813926810512	0.772497995772825	0.824793091691467	0.662262905452416	0.830709997625774	0.715690119741957	0.635449351258083	0.737673672260707	0.631291714020736	0.710023410013895	0.724244899485473
O00299	-1.05505843920011	-0.779233047196383	-1.25469814552431	-1.42067227392964	-1.00736348575908	-0.532680930642749	-1.2725420503911	-1.12998835922066	-0.852015007818607	-1.07413177085202	-0.733026705150591	-0.838617369576477	-0.478962620424738	-0.679984768507663	-0.853716798321921	-0.330541749524775	-1.04488488296273
O00330	0.482469398668401	0.366085781069757	0.149229436003131	0.410942130434418	0.549784080785928	0.406754025439788	0.320820147678572	-0.0100919895247584	-0.123283017839124	0.304040184278307	-0.0533719624317379	0.217280115522465	0.35734527649431	0.488928631639802	0.0613109605432407	0.4029913094998	0.389147345542255
O00399	-0.71050877824682	-0.322444135696438	-0.165648926832788	-0.172368984737393	-0.822962424449639	-0.134744772330764	-0.260227706978603	-0.212606023409622	-0.30262307148833	-0.616038920454412	-0.0812162802173084	-0.368114020684414	-0.244811746142771	-0.977317125904062	-0.378002358509099	-0.186082176037713	-0.641961343011888
O00401	-0.588822805994691	-0.596943217196461	-0.323743220152122	-0.278238330032675	-0.850044907201313	-0.338071690359803	-0.448041431629922	-0.510759740881469	-0.394575037819052	-0.467619645930576	-0.542960110740298	-0.239247493709502	-0.472148873419789	-0.0783532637687341	-0.360152943379731	-0.437180116311251	-0.11514408361183
O00408	0.170655962761207	0.17812729689354	0.332108519653304	0.250031073383769	0.134649885723091	0.37660033043151	0.221691191952604	-1.31361118399134	0.383457835693734	0.0908183784613583	-0.0456085405441157	0.128170142575641	0.306613841657088	0.0927993733325861	-0.193185726605877	0.41524470967091	0.225119150931338
O00410	0.365055609961236	0.103501792479254	0.20382221249791	0.207647433568621	0.313392547549812	0.25588550975178	0.0647706113724389	0.227614335032842	0.126494887385743	0.199670453377557	0.206724093095611	0.318909528567361	0.239362187824971	0.348813696571469	0.207371376832858	0.154811609137158	0.354525940398094
O00429	0.841828037435697	0.569198494809569	0.719530145996368	0.741035717484133	0.822010859646065	0.782061518216518	0.672183720291212	0.542708810598193	0.538577532129021	0.723663171796638	0.631389037944324	0.656570039043204	0.767272982712038	0.812741837393753	0.534970452227218	0.646275760518308	0.766226352806245
O00442	-0.815405596018831	-0.766241895093953	-0.661033835302009	-0.465536213569447	-0.532989682753038	0.322944375179331	-0.648044293072099	-0.237016780385995	-0.559504694835776	-0.543994832896957	-0.610553420074781	-0.755574545336002	-0.0710465373874656	-1.20996238753856	-0.375829146820767	-0.382007322829577	0.0559488884053847
O00451	-0.874454196742961	-1.12096675293101	-1.04818748712537	-1.03762976315185	-0.857361388271736	-1.04034463616566	-0.802402700121969	-2.15636307920646	-1.04247619918717	-0.955033716463195	-1.38108761638856	-1.23987115197035	-1.01762315554638	-0.862337793080352	-1.52006502587425	-0.940411497973582	-0.888678863530491
O00468	-0.436756012021576	-0.436678193913454	-0.409676884940614	-0.0960661459843768	-0.123927542211035	-0.497491116589484	-0.284484814883095	-0.181659585510109	-0.405944153426854	-0.425236148079561	-0.602558971031824	-0.492258310383027	-0.485377458371095	-0.449095329540207	-0.434421008822706	-0.249803452390557	-0.457939172573521
O00483	1.21225830316802	1.31632143545794	1.5098873335927	1.40194062291814	1.27412176887404	1.08245611239782	1.42828140698618	0.885881083187127	1.00851807874382	1.15783952064254	1.18541499101308	1.2740244160877	1.46291218750054	1.1524895424308	1.26991648664073	1.07536251075244	1.28175920899449
O00487	-0.48207005297466	-0.764228200558814	-0.942869491563015	-0.615971501115691	-0.42989600806224	-0.171008688367696	-0.616818458411015	-0.773173968333365	-0.989630304549449	0.162032119998498	-1.39334097088198	-0.380391415071082	-0.354286639711235	-0.00743074012904189	-1.0675092821047	-0.932997461926282	-0.122525958949798
O00499	1.36366813823894	1.65443038441763	1.58689778454486	1.10720138163577	1.31075179828016	1.25392976653939	1.68526003434992	1.83698039572976	1.29770651534772	1.3662887439634	1.82353096695823	1.81074581072194	1.28966166485894	1.20159067701372	1.72700261533185	1.06219606514758	1.25547783630194
O00533	0.0624506855003618	-0.000482209697069584	0.130177086497233	0.0756835311973078	0.280877527505993	0.275761111231768	0.0271598972676485	-0.567265589886614	-0.0936222069278835	-0.181291797219771	0.0477186433833619	0.0366497512760499	0.224052935087751	0.025027036525358	0.0531782230760906	-0.0779239531754697	-0.00131681479573329
O00571	-0.396673276561173	-0.255960254662486	-0.220495068837964	-0.251571141799634	-0.174374179414238	-0.297193993617171	-0.627925171607322	0.353101662813114	-0.471249670197883	-0.22604770065006	-0.329564021157923	-0.262547909518031	-0.349516397551732	-0.132369319822388	-0.231218051828021	-0.442139005877211	-0.303206200970128
O00625	-1.4158486619709	-1.18683035665611	-1.18089092682981	NA	-0.825863380128329	-0.497288887551846	-1.26736675424217	-0.503130174939802	-1.39083765106338	-0.914114482750454	-0.369171754736403	-0.507138804974734	-0.817211161477845	-0.677396702873277	-0.914887566764906	-1.71593924815658	-1.24753325731629
O00629	-0.490179239948016	-0.618913721414247	-0.840643694455996	-0.559741150792097	-0.439704713307404	-0.26915963399517	-0.348655437146575	-0.812282367346004	-0.560382471370075	-0.0977426517348658	-0.285195778883606	-0.688389988623686	-0.578549352414103	-0.657573653292012	-0.626252695363643	-0.169251311885687	-0.181444457630535
O00764	0.932544155850099	0.996180902079272	1.01660431451785	0.915837585211003	0.998558617411945	0.956503511198725	0.923927732434481	0.987452969881911	1.02765105879454	0.964654896948562	0.851079755317258	1.04384948882615	1.08380337913828	1.03089084368853	0.919643219654134	0.836833616902896	1.02518612864056
O14490	-0.577777623859917	-0.397554072691643	-0.129913705121709	-0.208552449234866	-0.757793183037324	-0.352421513612478	-0.69350409925407	-1.56816752430512	-0.56203515979338	-0.626219287260969	-1.01272215782609	-0.807755210166523	-0.435049422769761	-0.21112336436122	-0.668869721492502	-0.411784955846179	-0.565829715538232
O14495	0.186308757853551	0.110709393380738	0.116688745951117	-0.00291217030547675	0.463559317673965	0.241576691704247	-0.105512990296034	0.101124989726485	0.377011847237898	0.189394259824689	0.161574496502616	0.0799519869452546	0.339736764553837	0.370940012058986	-0.067345603465723	0.360878427641146	0.0474652669010573
O14523	-0.40825128738089	-0.583091676989178	-0.511476313974226	-0.465063420164967	-0.565766971439316	-0.478170021333916	-0.403334561400435	-0.966458753391936	-0.509049588956355	-0.48638938216149	-0.415526619332942	-0.4156223745363	-0.419663836036653	-0.33462845348884	-0.542035508557775	-0.673549470929158	-0.581369137542094
O14531	0.808053341746313	0.755381199405706	0.72802528330454	0.813306971885315	0.644014922477291	0.710526266588034	0.907905551574361	0.56059118213704	0.743467894329501	0.735939151345033	0.66376651108743	0.761316842833483	0.651922639985563	0.743476414150286	0.620213489506958	0.677612354940553	0.687979921984521
O14548	0.484643396277306	0.55760083027469	0.745163438146214	0.686402984932856	0.71849635727894	0.444568011077012	0.628100713923682	0.218586440180108	0.444021825625804	0.429365579359719	0.366558093867236	0.489374489115313	0.750681577965601	0.603570563136442	0.505472261488988	0.588094219560984	0.580732320744147
O14561	0.872778708962763	0.790478584818113	1.02619837945782	0.99768643942796	0.83200377004865	0.950564294010629	0.920118253050085	0.688927972802505	0.880192725966793	0.935435793049586	0.801038895395402	0.811488575420291	0.895749907210521	0.931752527369444	0.751893425892203	1.08380513881211	1.05467505328665
O14576	0.45761148398233	0.342486059764736	0.373443837687877	0.509648207557419	0.45185319412522	0.384832125381368	0.769405919420084	1.61371435983623	0.424021645675863	0.376762899779819	0.389787010532616	0.444212489044491	0.417418840317235	0.487023669842266	1.23743627015088	0.27309266038464	0.998061318045097
O14578	-0.834684917349179	-1.4146688980388	-1.31153313453707	-0.715421681272589	-0.766430100445061	-0.72569447225888	-1.15509164650354	-1.7230685413638	-1.02049492829513	-1.26059590425932	-1.04979154630233	-1.51570567408864	-1.01579753597873	-0.560054370222386	-1.56009293683327	-0.647286052546675	-0.728620853309439
O14594	1.04150738729847	0.986281272405791	1.10180903664048	1.09382204987108	1.07920716280197	0.989168799760327	1.01246836347785	0.855331771506216	0.971639625294035	1.0229080904335	0.887242081328738	0.989823689324219	1.18732641944662	1.06633300330059	1.07078558400941	1.06820447490696	0.962862240569999
O14617	0.118595127400637	0.0485381662276286	-0.0292894371894735	0.160579468146907	0.0653023817225201	0.203322110786431	-0.0724262404384158	-0.346287681437456	-0.0477552096070229	0.0460733615303101	-0.00241245262881236	0.0305055924579999	0.12342830216914	0.130309764836456	-0.084995879069456	0.0330063057581524	0.140141039567377
O14639	-0.343551769913503	-0.165792966320168	-0.147684982117146	-0.54005339397781	-0.372584786092842	-0.0721388427318849	-0.0847239327303009	-0.338589561129155	-0.131227981527619	-0.0204181559492261	-0.424418516621762	-0.248737209133464	-0.317144950855892	-0.458682838794188	-0.249830415304931	-0.715295730412926	-0.552675639263814
O14662	-0.19497038906021	-1.9213380867829	-1.21668764182387	NA	-0.474355011324091	-0.776606602627585	-0.85626627056213	NA	-0.976243792814018	-0.367248365016928	-0.462136820011397	-0.831781077811101	-1.08618929592212	-0.540248068307036	NA	-0.776295732195011	-0.50422584112985
O14672	-0.587783644359453	-0.137352575734516	-0.41479331421884	NA	-0.30848051810675	-0.151346955252975	-0.0854665456871114	0.382560398936122	-0.616694992684289	0.101037721546011	0.415823936727278	0.279741142719779	-0.11746848933857	-0.958148845310015	0.167915075375083	-0.544735565333001	-0.118399021650688
O14737	-0.671969059421732	-0.538454171143749	-0.775396567625164	-0.545607412921464	-1.1299291170079	-0.607363758877968	-0.946479828080246	-0.275611883241618	-0.580385885148415	-0.729731114031696	-0.922125427470702	-0.330517022184418	-0.806001287783528	-0.583667217329925	-0.65940311492646	-0.680228055468622	-0.822625948989119
O14745	0.628300274656636	0.846908199443305	0.740153849679829	0.79333461263537	0.600533139051511	0.884520861684446	0.711504263672353	0.929051467156875	0.90637620900178	0.711735519507395	0.835046802320302	0.797473734761295	0.682799474955573	0.727784077427307	0.867475449750748	0.726901287277827	0.761893605540149
O14773	0.735615896244565	0.803616385989739	0.708166809816514	0.297257510284771	0.89919990374826	0.799695133582869	0.615691132017555	1.16947752445339	0.797476902281989	1.05371519181249	1.0063457417374	1.18202517951696	1.1341600090768	0.942872795389306	0.887410835458062	0.780023593091316	0.947320714094975
O14775	0.47732616576635	0.436505570238961	0.526385796733465	0.652384199401707	0.537720289104779	0.493209466433111	0.514992190248999	-0.155874565312915	0.36379766803648	0.407054016381379	0.163555289902821	0.436320874156819	0.526123555461701	0.493233956810375	0.2791184065157	0.482671371314614	0.54971419735312
O14787	-0.620974465395247	-0.23939253765187	-0.506786758304626	-0.388559103331589	-0.199300233880833	-0.447123775547559	-0.542669112716463	-0.963451437625801	-0.505270248481869	-0.542289136162578	-0.887643274654355	-0.525953971643997	-0.604640990635468	-0.248827775666958	-0.747311015223593	-0.496710814740196	-0.367574758434991
O14807	-0.0636034729548609	-0.301876609774309	-0.277591317324408	-0.11933093213859	-0.389827460315943	-0.475212097011748	-0.3886072646706	-0.481195529870632	-0.245317781665583	-0.644214221531696	-0.681553916228823	-0.399609019171931	-0.517021665243406	-0.513596747815469	-0.57264025834886	-0.28016865663195	-0.337136669773431
O14810	0.573397531635054	0.663418439034435	0.694226151366293	1.33173724996357	0.507658600343719	0.533388031923699	0.265609974228628	0.77242917873168	0.133483203181494	0.724122184760195	0.502383185079376	0.650426842837865	0.822072194240708	0.745089719038558	0.524483130190144	0.682014374124427	0.849018354606228
O14818	0.336606745501573	0.203352693934988	0.204110124235671	0.235227644641816	0.125074121550535	0.142251142997232	0.125164876103125	0.206533055111256	0.14951838968045	0.18888058367137	0.25566321176113	0.14765438847265	0.150589477958855	0.00257570482071711	0.123715297592403	0.335181341712274	-0.0479172156109486
O14827	-1.80262293652064	-1.2620754731218	-1.29843722156221	-1.29082299513702	-1.24596347801022	-0.756515903348726	-0.925548574953204	-1.91173458969949	-1.43765719425037	-1.87793557636504	-1.24445628682855	-1.32243844767911	-1.36118356140629	-1.57146500326884	-1.0841214444331	-1.22869114778065	-1.58406190501116
O14879	-1.22129455797806	-1.30166720585134	-2.65146128385546	-2.45135372519817	-0.908626168805098	-2.18858844868949	-2.21181831953661	-0.807669334631326	-2.32844524664733	-1.72563506102405	-1.82441486570076	NA	-1.38457847043516	NA	-2.98085541552765	-2.49647565580869	-1.72621140374667
O14880	1.62114310439277	1.53628233313414	1.73657777886416	1.75289101226981	1.69720318642512	1.63326493018039	1.61163125289055	1.39309223436889	1.62377853521421	1.62545981170497	1.4834204675306	1.58148625145888	1.63176073542327	1.59291121076587	1.67656210610121	1.67569333893924	1.69059306953958
O14910	-0.185570302376409	0.0737412680691556	-0.0120193124886154	0.191072583800609	-0.1832121503132	0.00702583225844713	-0.395868741490852	-1.2008430814405	-0.13591227584779	-0.272201166663058	-0.33113352924664	-0.361155224654092	-0.133747287425886	-0.0871097874799973	-0.17375212654645	-0.00625316133610334	-0.185098718588963
O14936	-0.352901014657706	-0.483392129970908	-0.516941885171996	-0.398812745996846	-0.470383926498928	-0.351866374919136	-0.78567443927631	-0.858893034742174	-0.519310253561179	-0.689257691068604	-0.723583075234395	-0.906001418975366	-0.460003731833221	-0.526344463354744	-0.692516104205102	-0.516869826740808	-0.390289152713728
O14949	0.175543480491392	0.23331064515483	0.441691419744588	0.298893473238893	0.280406314626848	0.110918488142461	0.33229432180989	0.0575340470096162	0.198582404911876	-0.0718028204644069	0.217798939538064	0.346171064098815	0.578881615033877	0.23197017192912	0.242481966717076	0.118885884884801	0.491595726614737
O14950	0.535049044708166	0.289779566595844	0.34329508042124	0.52808183425364	0.638735496489157	0.629014083015456	0.51079199914771	0.491706839814362	0.441535270268937	0.481033530678923	0.496273882577676	0.557502795553543	0.57997432662138	0.585467067664284	0.386295403388114	0.350449013485546	0.223753228777142
O14964	-0.241538132141349	0.226677260925494	0.171151042570891	0.00179985328340424	-0.149588381948489	-0.571778206266149	0.023384128738039	0.052399871410361	-0.150130776496857	-0.353783711796465	-0.361916708757489	-0.156954967782224	-0.401108703531324	-0.210086969689743	0.0461540261714533	-0.350380200822716	-0.259988504876457
O14974	-0.531827444746908	-0.678801980551133	-0.715848757893068	-0.692899431906885	-1.45915880880382	-0.766476952891594	-0.631699510973448	-1.0156020678641	-0.881675031154775	-0.705644123317252	-0.87021921255425	-0.723859707394772	-0.699262945231811	-0.735867152203289	-0.786127206821362	-0.717769904728464	-1.03202325220945
O14979	-0.287764639310121	-0.0806826878700676	-0.143348227130335	-0.0845383826832588	-0.494551172764586	-0.25179797362757	-0.272520639220503	-0.247492661898536	-0.26577530202494	0.0743333248863882	-0.187428788336629	-0.101755305396625	-0.439507827669935	-0.372539137842978	-0.325126462808562	-0.374060544312568	-0.405203684419592
O14980	0.44675123142753	-0.333243579146775	-0.523533882447353	-0.546129688743207	0.185087156358479	0.553432498215207	-0.393662006467712	-0.188616652254463	-0.080841724106673	-0.19413207153998	-0.232234084248311	0.0537751095496188	-0.197162313079759	0.0193273845846249	-0.26086248266271	-0.113364528401027	0.0728521910427486
O14994	1.28232425012244	0.718368254541754	1.23959483603946	1.23764429824571	1.28207119157865	1.29198108619001	1.25249604261733	1.02516331561301	0.715770778363843	0.693637965620919	0.304833385134422	0.646857811653069	0.963920317027331	1.32312110081331	1.16880967939442	1.22989720014258	1.2890502087962
O15020	2.70201680760762	1.08973899064689	2.03934198792997	1.26037900347449	1.23662036823937	2.50336112273359	0.496876499117028	0.221487611212191	1.0671016693374	2.51211931882441	2.5681441877376	1.81668252522793	2.40412216984044	2.47521123020446	1.03460335063392	0.497611141790284	1.88639065693349
O15061	0.336462232693163	-1.19199735860749	-0.945723467157432	-0.497290116724249	0.0428372023143681	0.4971234161495	-0.182599495188289	NA	0.33978916402631	0.767822546969177	0.915529507490673	-0.230028035282066	-1.12231716315113	-1.00131354628099	-0.394915884038116	0.835692117561323	0.222311083503198
O15066	-1.16814754789122	-1.34134724485098	-1.22389848387713	-1.31651729344271	-1.14666474503021	-1.02181450115035	-1.9907017028446	-1.55647113574124	-1.31182082073925	-1.19897900985088	-1.14128320575822	-1.02312005433637	-1.24785101039046	-1.27583537447633	-1.29960678077923	-1.21248382939737	-1.27710912267811
O15067	-1.30756167461408	-1.47881727415091	-1.31450300807765	-1.06818857985408	-1.365533884752	-1.2758008134425	-1.91085825911677	-1.1590706101366	-1.04527534450344	-1.32430358877094	-1.23414503033523	-1.24140311157812	-0.976425543690365	-1.06249012445228	-1.21696395961091	-1.28872481654427	-1.27314713599938
O15075	0.641415200111905	0.45862619053914	0.734484364544596	0.808831441032057	0.685929857047329	0.499281746806619	0.663646948315431	0.240809406852603	0.535946418907048	0.470636570167003	0.530144680523946	0.473570865303464	0.4885956369842	0.529860728721339	0.683927020310274	0.489849303275803	0.452643142839463
O15079	-0.437707509953234	-0.538696017568955	-0.384718635762043	0.0650646230656684	-0.678943782227715	-0.153520902457244	-0.00093234845591879	-1.48966392199813	-0.456229199840799	-0.0659242819647907	-0.934041450508564	-0.525384540195911	-0.429808288509317	0.114472862846105	-0.0754115993482889	-0.192695476079346	0.165164984107591
O15085	-0.728133636811052	-0.270075428820427	-1.10200700403309	-1.48054908967943	-0.38053119815128	-1.6383607566232	-2.23277167202857	-0.333137176278505	-1.47552241555524	-0.794875705975432	-0.626142877722504	-0.292997821375429	-0.298004975361227	-0.136888107578319	NA	NA	-1.78978124348801
O15126	0.687156715054249	1.21436392335221	1.35654504176305	1.47421951343037	0.350242911284317	0.80363416440009	1.35078896546688	-0.0246758877957104	1.29460745436613	0.703280564676229	0.438106532907487	0.537887454723019	0.709280641064948	0.720676693976623	1.26668464998282	1.22166843746806	0.636159092494609
O15144	0.330868118661036	0.362083418601862	0.402365247876805	0.428225323115764	0.452710826090922	0.432046430077133	0.37630369001201	0.236889888980638	0.379816151742355	0.306594557470377	0.213739959436871	0.377447225824808	0.42786920037714	0.383264616107242	0.310450589837757	0.362828284442895	0.36979605863514
O15145	0.560362367473525	0.552274135363004	0.588852550238354	0.500411596951732	0.430700643476378	0.57689911066443	0.546917467644059	0.0236761992694931	0.421510025505923	0.472974934490092	0.533156630186384	0.406676796178586	0.498149475266603	0.584078323187297	0.315125831010647	0.468567090762034	0.342998941848761
O15173	-0.305013304140354	-0.35089808682861	-0.697241688341083	-0.494473107859828	-0.448636458288441	-0.33618759470359	-0.6715336371242	-0.424103523736234	-0.630645458216071	-0.359610578497882	-0.30182592100917	-0.294871897229698	-0.387785651826871	-0.285883644724751	-0.551171933985485	-0.357248340307115	-0.426712073507216
O15230	-1.42955998436483	0.839034245572172	1.34439792381952	0.827817896389135	-1.0439946530291	0.55670599663754	1.29878494262778	-1.39860383095482	0.647177152837068	-1.57498447340483	-1.39691429260952	-1.34352289895658	0.474751857193193	0.598292980665104	0.949270702389703	-0.833476786074877	-1.51655451449847
O15294	-0.956810084975293	0.892549909395689	0.384104854226326	-0.134939224008135	-0.495036243509587	-0.593104821171551	-0.209124784506457	-0.667588356487792	-0.316806309594316	-0.356129607370816	-0.73199574410267	-0.723577513069881	-0.512411030983065	-0.597036782570526	0.846709109494197	1.05466029673976	-0.429345126366801
O15372	-0.63168710425519	-0.549239234161349	-0.519317465185368	-0.491639311798899	-0.982168008116757	-0.624116058446881	-0.63780969216805	-0.626832348712401	-0.879860848360412	-0.613308094290298	-0.717325419302472	-0.795004694200735	-0.786414317297197	-0.625322584737707	-0.653064705413453	-0.854087035634396	-0.73619220118029
O15394	0.709822692566538	0.815916460103855	0.618176295769719	0.710254282734398	0.620437522592204	0.842808077058024	0.741530453403071	0.522438465618736	0.708826238325213	0.719917819844891	0.465140554293491	0.650497794705166	0.699445198928993	0.66913910176183	0.787350023817144	0.364313214592547	0.699381720559931
O15400	0.335144702560585	0.233598435571263	0.28698863868646	0.323356740080948	0.134156035611311	0.36450748792142	0.375806991080536	0.0805906066138315	0.316583868222467	0.161519275702923	0.0380695745584864	0.332543986364078	0.308425528027949	0.40843137832165	0.271776122910455	0.315450003791947	0.108225860743296
O15498	-0.0386966289278794	-0.116940310847804	-0.168969323233859	-0.26279922931637	0.0146674183205956	-0.0330995889411668	-0.0870161859330992	-0.196542329147182	-0.118109124151088	-0.151122223358309	-0.108813836358503	0.00050296363744838	-0.00662122892281055	-0.126786325518196	-0.0969610246292275	-0.20858189225911	-0.0693398111899771
O15511	-0.184683752862668	-0.196494248987586	-0.497635717154961	-0.442362390552287	NA	-0.0687085352032292	-0.33915028573904	0.0712361234139425	-0.528060269966722	-0.29080014349883	-0.066603188543436	-0.152443191474299	-0.157732981936822	-0.209484258251445	-0.11575201708868	-0.345998473609325	-0.184544555847225
O15530	-1.116101598711	-1.47130886468377	-1.31836966103072	-1.52679483750078	-1.10973540251861	-1.12335228906219	-1.2246174164671	-0.892471767761136	-0.725889018041251	-1.10195234696536	-1.94041921514272	-1.07384453158112	-0.950224005681681	-1.03064256334786	-0.943991850911529	-0.950020474813585	-1.22778041594199
O15540	-0.0157902141680781	0.338183024780703	0.103458886011046	0.411804248739031	0.851228604598347	0.946283733912132	-0.0900544049833809	0.0061479502462697	0.913373766428795	0.492367677773352	-0.0352626096229285	0.278974536578333	0.935096608415304	0.430863091878896	-0.0867430636191725	0.813287591880079	0.609432668253276
O43157	-0.955831173171278	-0.965350573187283	-1.00854112642134	-1.57073818284824	-0.663670754604766	-0.843788703765463	-1.06924406291202	0.45550169989451	-0.535197488306109	-0.665612339166694	-0.502103609367726	-0.752106705535791	-0.890697138721906	-0.635874356817661	0.337215690603335	-0.722013763722279	-0.508513799627226
O43169	0.748324224612923	0.572932121762577	0.655910335837806	0.655474391276123	0.67110904016738	0.782160028994317	0.579052798553207	0.315412141382691	0.78380207945669	0.697709282947956	0.601009269261783	0.591499339173033	0.514224603176776	0.576392253952366	0.494236189496652	0.831768130900044	0.718606248253329
