C1	C2	C3	C4	C5	C6	C7	AD1	AD2	AD3	AD4	AD5	AD6
O00533	-0.126104673617493	-0.0766209350758812	-0.181379185948636	-0.0736709994216065	0.042900622605593	-0.173575209328511	0.0690397666749401	-0.0600225492485288	-0.0836825126313708	0.0925624819826289	0.269762819793312	-0.172909621774915	-0.315825700588286
O00571	-0.485718874341667	-0.79241779933666	-0.638380159076315	-0.827554962698916	-0.441771080702052	-0.466639190923117	-0.351086680903634	-0.37181280344371	-0.732907990023326	-1.22381296679373	-0.144019459893537	-0.155335398841847	-0.153502226960956
O00625	-0.420832216716908	-0.79241779933666	-0.939526928880905	-0.963734925133711	-1.24994342127827	-1.76453063730841	-1.32178351004771	-1.01632187977391	-0.675644645246199	-0.906730872506132	-0.881978736719938	-0.566764889545158	-0.246054513476399
O00629	-0.63828495061174	-0.820877122950366	-0.314906073710256	-0.531259497295947	-0.361792394268011	-0.530803723994864	-0.543561147848889	-0.324219854453644	-0.192609766561203	-0.419165690488946	-0.840460353895676	-0.288577572559149	-0.393823251834868
O00764	0.991294719346419	0.960252968906066	0.901362970635596	0.854360901921469	0.963130069018987	0.825665351641913	0.8810850331242	0.984459328232432	0.866582735220215	0.758555262508125	1.07818115102647	0.972559314188363	0.940473327683799
O14490	-1.16656384372373	-1.02301027834534	-0.873540599804913	-0.980679360250007	-0.470670506136161	-0.997442914917981	-0.220064742065532	-0.570262844795355	-0.829389686769424	-1.04103906016037	-0.92617752835306	-0.702742697122592	NA
O14495	0.140036846894287	0.33732635749696	0.107568003812342	0.00816931976500428	0.455746081079295	0.174270323532373	0.232354153845852	0.343702704405776	0.0742322153035336	-0.0964012703199218	0.913022865537652	0.255246806206195	-0.246054513476399
O14523	-0.730094190901819	-0.820877122950366	-0.70784572069912	-0.447470825040418	-0.600403508749582	-0.681027989728523	-0.57597311443152	-0.849962468706402	-1.18907737102769	-0.867516809738773	-0.840460353895676	-0.87098528665708	-1.62308939212069
O14531	0.800112614348964	0.826065844799451	0.922295301361631	0.817916156118394	0.887604080540819	0.729327281215146	0.745810395616189	0.572056926823212	0.5304015963079	0.726996128564773	0.285507043674633	0.665962554713938	0.813082006246426
O14548	0.314393740007297	0.386881852552074	0.422743239819707	0.401976823750419	0.224245335285169	0.0860597326619117	0.211239458123764	0.386036485730029	-0.10637832390032	-0.108056251160801	0.0345372461600738	0.255246806206195	0.196191310985158
O14561	1.06131314279356	0.999599209576079	1.1322559981645	1.10851686057527	0.9979599601415	1.08350264757989	1.06072273016016	1.11022914133443	0.81170818908681	0.758555262508125	1.07818115102647	0.7187066707519	-1.34581363149374
O14576	0.140036846894287	0.225618431536034	0.275621787179043	0.120301003482258	0.224245335285169	0.322128266806443	0.178316878373811	0.176549022495332	-0.0617433709528556	0.258942960240464	-0.523635606585772	0.371889048540754	0.196191310985158
O14578	-1.26900627680618	-1.64563438209349	-1.78129308659085	-1.45632718342203	-1.48028243196422	-1.36416307991467	-1.12864199505186	-1.54655847833035	-1.39048058243777	-1.56309319320597	-1.70651177795458	-1.42365625294929	NA
O14594	0.891921854639044	0.918446033009806	1.17574294626407	0.900125507180368	1.22643605057779	1.01933811450815	1.27681748065467	1.24077284304538	1.29588661854395	1.03101042615389	1.26905623437131	0.936052857561342	0.620341530568157
O14617	-0.188452900456546	-0.0394617549757503	-0.00839900578154444	-0.0166363240182348	0.275324596285102	0.219929719356874	0.329278444242174	0.250340974032941	0	0.0571106546278822	-0.101644487118417	0.0406807786599072	-0.353676790839186
O14639	-0.468893662457221	-0.79241779933666	-0.482525955753226	-0.338318284474624	-1.60932850077592	-1.21859778119465	-0.543561147848889	-0.237879295644275	-1.03036541306946	-1.09281339983845	-0.048938212461254	0.0138202374713143	NA
O14672	-0.167013609869724	-0.0216288802120566	-0.238746921218537	-0.204294536714775	-1.74910904559926	0	NA	-1.01632187977391	-1.07913685546001	-0.730834916902068	-0.801315781338668	-1.18861668370101	0.459011626214763
O14745	0.664014363360644	0.386881852552074	0.465294328233952	0.616332941933457	0.349813891424354	0.150224265733659	0.511379543852459	0.786009286880789	0.5304015963079	0.658845371489249	1.10221321598754	0.972559314188363	0.940473327683799
O14773	0.991294719346419	1.28956863242741	0.901362970635596	0.943027898672585	0.592008307124226	1.08350264757989	0.504377156914662	0.911779099982788	1.06894250683326	0.871332950225488	1.32244769525514	1.23700847891927	0.882853193358312
O14775	0.2612005284446	0.0988202574518047	0.275621787179043	0.354632897297966	0.400765334258244	0.208801894985137	0.577785161319304	0.478149665262692	0.186867159624822	0.18108764586096	0.308464843981817	-0.138184692652232	0.0441639483239392
O14787	-0.538912085904364	-0.621276899270109	-0.536746606109338	-0.261993612449894	-0.470670506136161	-0.874700752594755	-0.512590198606468	-0.757849289173741	-0.622967474455641	-0.438475600153832	-0.633445240516939	-0.452645840060749	-0.393823251834868
O14807	-0.808368128856545	-1.31410450074388	-1.18972938410967	-0.800641130604061	-0.67592949722775	-0.436713462155954	-0.543561147848889	-1.08206914362739	-0.942486627110936	-1.09281339983845	-0.764288192156497	-1.0917287107825	-1.20505251193373
O14810	0.600674994843925	0.2838023453153	0.135332655136918	1.02153796985556	NA	-0.497957304978	-0.0146685762259041	0.786009286880789	-0.323212969483067	-0.0737030137957785	-0.101644487118417	0.183502099217964	NA
O14818	0.140036846894287	0.161885164969272	0.37725534014602	0.16695492006692	0.224245335285169	0.241648314002001	0.0557682866372899	0.198450041351643	0.32628451175809	0.224710954988311	0.176035687634478	0.479232695467707	0.34734733957744
O14880	1.30823955796325	1.2513471913046	1.27937745080517	1.51095645090399	1.74395506256276	1.35646907563678	1.80472107888857	1.79752401026098	1.53471955195591	1.30661627277683	1.67569902813126	1.04039346262209	0.99347871304248
O14910	-0.307441259698938	-0.559507490717387	-0.263168714567145	-0.394366954573131	-0.0617729309056793	-0.530803723994864	-0.0766411036429683	-0.0921131795326629	-0.307354050200354	-0.438475600153832	-0.289590798031979	-0.121437570179903	NA
O14936	-0.596736398937957	-0.540123722703836	-0.448707618021406	-0.522404990498777	-0.33709752719078	-0.681027989728523	-0.400874401759031	-0.449989667555645	-0.427342292292406	-0.644462280588624	-0.271801653024155	-0.288577572559149	-0.584330289318957
O14949	0.0550838540091361	-0.237884356091921	-0.0431077056170936	-0.0691114161631773	0.358575742089447	-0.0986961045245112	0.39814746428334	0.352379852160691	0.484996469716327	0.340294868089025	-0.0747844336525319	0.0138202374713143	0.212957112738364
O14950	0.11290816704273	0.433016914711349	0.542950219251811	0.424477684008342	0.424875583128813	0.552698923585028	0.272755710714027	0.21967707466252	0.108427610754791	0.448351119249826	0.366169999055903	0.479232695467707	0.574013987984479
O14964	-0.177646802662102	-0.213999918097935	-0.138828097534391	-0.130888689829583	-0.387419360331817	-0.193672762866233	-0.240261276043993	-0.324219854453644	-0.408802663381464	-0.438475600153832	-0.429024234696058	-0.536474366458388	0.0224500752542738
O14974	-1.12071391540431	-1.4865130659733	-1.78129308659085	-1.11268779156661	-1.20495783567912	-1.53501270638411	-1.02649871668975	-1.01632187977391	-1.03036541306946	-1.21724606839669	-1.21769339743878	-1.41341550265269	-1.70774241443244
O14976	-1.21581306524349	-1.02301027834534	-0.97517415277189	-1.07231057221811	-1.2784385394631	-1.47768293299802	-1.42596699963524	-1.34810843697871	-1.37442824263823	-1.46978765090462	-1.13858513869892	-1.0917287107825	NA
O14980	-0.00825551450758283	0.386881852552074	0.142094899417423	0.0849212737186696	0	0.518167352132264	-0.512590198606468	-0.449989667555645	-0.732907990023326	-0.50012545892791	-0.173799959475648	-0.426762265211379	-0.280021640705745
O14994	0.314393740007297	0.476173383201179	0.612415780874616	0.599388506817162	0.963130069018987	0.0860597326619117	0.577785161319304	0.738416337890722	0.263559614443163	0.0838800169039034	0.650733081758997	0.302397810030463	0.819737477311595
O15020	0.2612005284446	0.225618431536034	0.542950219251811	0.378713078749444	0.651091990930356	0.262688090292029	0.745810395616189	0.68729486892655	0.32628451175809	1.6853482258385	0.337925023831041	0.767810268026855	0.196191310985158
O15027	-2.60803097705951	-2.42143226226568	-2.57095441581345	-2.28251108721189	-1.71137522700706	-1.4640821058411	-1.57584190299746	-1.08206914362739	-1.94270417507819	-2.03414256897994	-0.840460353895676	-1.88669234858318	NA
O15061	1.00950299181683	-1.60685869877306	2.37551684995601	2.02633197633324	0.887604080540819	0.331544057308361	0.453284939075253	-1.86807843050817	2.04576347909368	2.11126354908161	-0.173799959475648	0.388251145379472	2.40765681036107
O15067	-1.4981735985504	-1.42636529417999	-1.87468511927509	-1.67700261148975	-1.59371783614059	-1.30849352450101	-1.4968822227202	-1.08206914362739	-1.47719969707635	NA	-1.57691061011206	-0.972832999969999	-0.886802005278976
O15075	0.452382633442055	0.689121219163989	0.759537233515282	0.599388506817162	0.651091990930356	0.376743447616757	0.577785161319304	0.456248646406379	0.612773125828898	0.788645987338851	0.438325471413134	0.85689136340413	0.735084454999844
O15079	-0.452483930656135	-0.521286049594585	-0.536746606109338	-0.496507020551994	-0.67592949722775	-0.770923733034882	-0.645704426211002	-0.324219854453644	-0.129884869246277	-0.795572294360874	-1.07899595609156	-0.267946566689414	NA
O15083	-1.26900627680618	-1.15284107972784	-0.873540599804913	-0.931051855132087	-0.532443437041841	-1.19111567778421	-0.351086680903634	-0.422934272407884	-0.703653693698973	-0.948476578177737	-0.973426853210108	-0.666236240495572	NA
O15118	-0.468893662457221	-0.402471859378811	-1.01285944022583	-0.447470825040418	-0.0781359878673992	-1.09119665185779	NA	-0.324219854453644	-0.829389686769424	-0.644462280588624	-0.840460353895676	-1.0917287107825	NA
O15126	-0.126104673617493	-0.250154299852508	1.08569691541585	0.446264109266071	1.03109014072673	0.302892156824047	1.02831076357753	0.106336861818982	0.751838451581063	-0.0305647695102946	0.0456731594284606	0.0406807786599072	0.245266632601958
O15144	0.363642961527057	0.689121219163989	0.732622760306722	0.545890146683535	0.80261405029044	0.525216820174595	0.694177026964625	0.63207947607174	0.71972899544753	0.540913601232455	0.650733081758997	0.767810268026855	0.41169051435715
O15145	0.314393740007297	0.591088476811948	0.542950219251811	0.401976823750419	0.705443711300593	0.675441085908254	0.577785161319304	0.572056926823212	0.436225027325777	0.340294868089025	0.603483756901949	0.767810268026855	0.481461701469037
O15173	-0.897107800771545	-0.600046761450781	-1.37602947260628	-1.2254349697692	-0.470670506136161	-0.436713462155954	-0.57597311443152	-0.639302831611279	-1.03036541306946	-0.618057229184706	-0.695746678457214	-0.631511311372889	-0.393823251834868
O15230	-1.65631147886828	-1.59750619424654	-1.98352435093293	-1.81260568044316	-1.31839323985549	-1.34133994351787	-1.4968822227202	-1.48204194477814	-1.44112966748225	-1.71303034367171	-1.20385770310596	-1.23455003134055	-0.836483089312005
O15240	-0.405554293940502	-0.34299328271081	0.37725534014602	-0.182508111457046	0.0146034446655928	-1.20015229731208	-0.0930355455906598	-0.396900082703288	-0.427342292292406	-0.568276216003434	-1.98419195270748	0.183502099217964	NA
O15294	-0.485718874341667	-1.06354954907874	-0.275727437854314	-0.596662749046086	-0.807768033326941	-0.328767896480988	-0.683374769720377	-0.324219854453644	-0.307354050200354	-0.906730872506132	-0.271801653024155	-0.172909621774915	-1.08902994691671
O15372	-1.32683058983978	-1.77760728837184	-1.60735668720232	-1.27628895377609	-0.717095676987154	-0.770923733034882	-0.765437936802207	-0.639302831611279	-1.57710525373864	-1.40551016250629	-0.92617752835306	-0.479506381249342	-0.436561550960489
O15394	0.203376215411006	0.591088476811948	0.275621787179043	0.649016011935082	0.705443711300593	0.525216820174595	0.793879911813805	0.402268391125736	0.685972196016359	0.448351119249826	0.253648109791823	0.479232695467707	0.276072828785081
O15400	-0.347729980906907	-0.357374335322411	-0.170481201669567	-0.177167891854779	0.15740117838091	-0.116649649732189	0.272755710714027	0.081249582559404	-0.307354050200354	-0.364471102345923	-0.048938212461254	-0.172909621774915	-0.182938797429681
O15498	0.140036846894287	0.2838023453153	0.275621787179043	0.179722074489144	0.145591593671682	0.262688090292029	0.119733510591205	-0.0445202305425967	0.0829490752393097	0.26557721261646	0.0884898243030096	0.255246806206195	0.0224500752542738
O15540	0.530656571396781	0.747305132943255	0.901362970635596	0.446264109266071	0.887604080540819	0.40247465785137	1.27681748065467	1.26415895214348	0.81170818908681	0.693817885049318	1.25029222289791	1.37084898799452	-0.482249582343476
O43157	-0.63828495061174	-0.689338292099886	0.37725534014602	-0.884772653106892	-0.166446484416952	-1.15613544383792	-1.57584190299746	-1.15474937187703	-0.64877914756557	-0.730834916902068	-0.40728134259542	-0.309824519502692	-0.436561550960489
O43169	0.800112614348964	0.774602521993279	0.644583772218789	0.86609135433295	0.400765334258244	0.394006394665094	0.406296465197892	0.23005056564651	0.782453892762457	0.844927898821569	0.176035687634478	0.479232695467707	-0.0723132777455154
O43175	1.13958708074829	1.0545912644399	1.1322559981645	1.06640458403011	1.17611421743675	1.19596647213826	0.920909108288677	0.911779099982788	1.08801959049338	1.19131926761442	1.57691061011206	1.67947633334384	1.70379360251177
O43181	0.693555243217047	0.433016914711349	0.732622760306722	0.632869037403247	-0.0617729309056793	0.474246255438949	0.355908372365987	0.786009286880789	0.612773125828898	0.540913601232455	-0.101644487118417	0.60899456950489	0.290954663984945
O43236	0.933470406312827	0.826065844799451	0.922295301361631	0.830280720469992	1.03109014072673	1.01933811450815	1.02831076357753	1.16544453418924	0.436225027325777	0.726996128564773	1.02742878233501	0.7187066707519	1.31105862338995
O43237	0.566587504060467	0.516712653934572	0.901362970635596	0.792497888921449	1.09286307163241	1.01933811450815	0.08206316708183	0.441251878584839	0.215799876023998	0.58265930690406	0.438325471413134	0.479232695467707	0.386698348469247
O43242	-0.538912085904364	-0.521286049594585	-0.500108678744773	-0.439628285327841	-0.185575467830695	-0.328767896480988	-0.261060779887543	-0.37181280344371	-0.732907990023326	0.0386284276559928	-0.451480134228542	-0.228396399651489	-0.393823251834868
O43272	-0.468893662457221	-0.643203229940611	-0.683868058750002	-1.30046340197072	-2.5997777015318	-1.20931186781219	-2.51439072905349	-2.09588712173792	-1.03036541306946	NA	-0.307854375740748	-0.536474366458388	-0.960457155412417
O43295	-0.929531810406859	-0.850601713115926	-0.873540599804913	-0.637039968394584	-0.858089866467978	-1.11482076163478	-0.645704426211002	-1.01632187977391	-0.829389686769424	-0.795572294360874	-0.271801653024155	-0.33172532029688	-1.12549129101882
O43301	1.33076918574575	1.44371822919048	1.50972536624216	1.41345733353529	1.39708709335162	1.4514457339785	1.32178351004771	1.38992876524548	1.14214157702073	1.35737437668214	1.02742878233501	1.15928917343459	1.63013845237833
O43390	0.0320332067003866	-0.0216288802120566	-0.215197523680456	0.0162425276553876	-0.205258991091589	0.0860597326619117	-0.0296526297656072	-0.30160064276736	-0.129884869246277	-0.0410826262323826	-0.326618387214149	-0.598402092061841	-0.950789629018277
O43396	0.203376215411006	0.2838023453153	0.422743239819707	0.173368188763056	0.255351568008058	0.340829970690819	0.119733510591205	0.29860009801527	0.222838588079507	0.252239957911029	0.118932328360475	0.450178870982925	0.544577417515754
O43399	0.0398059312327295	-0.115967175745894	-0.128605985213649	0.0992927886424639	-0.0457949230073487	-0.0641645330717471	-0.181347468778966	0.0552153928548081	-0.0199443536785902	0.109585410114869	-0.0363719227113845	-0.172909621774915	-0.482249582343476
O43414	-0.281878093814439	-0.0577832619666297	-0.238746921218537	-0.250059141973673	-0.22553016822308	-0.173575209328511	-0.240261276043993	-0.324219854453644	-0.598130062521093	-0.196111161338797	-0.254462914856919	-0.0284725914052226	-0.482249582343476
O43426	0.748967356245796	0.850384640180029	0.942583457109591	0.710053089322014	0.926416587215456	0.729327281215146	0.838845941206847	0.872349845690157	0.650389838399953	0.788645987338851	0.736450256216381	0.767810268026855	0.554535707381898
O43488	0.633099004479238	0.689121219163989	0.0559753101745	0.354632897297966	0.191645442899554	0.616863456656776	0.468268992614957	0.50630966296974	0.572875255674847	0.340294868089025	0.603483756901949	0.85689136340413	0.492407633273434
O43491	0.530656571396781	0.625387952597228	0.704562651644638	0.77942673646311	0.492459562882826	0.675441085908254	0.292110611851318	0.470926309723153	0.32628451175809	0.693817885049318	0.650733081758997	0.60899456950489	1.31105862338995
O43493	-2.16849175586252	-2.0992304229973	-2.13488577341181	-1.9744348216403	-1.56353357776857	-1.95820340017465	-1.68092498165202	-2.19229828496182	-2.11349194530688	-2.08207812032073	-1.84871226313621	-1.5231276038997	-1.54804157313147
O43505	-0.167013609869724	-0.98478883722254	NA	-0.401706219781519	-1.2407047208709	-0.933278381846233	-1.02649871668975	-2.26497851321146	-0.486317246106569	0.0291854287608803	-0.54948182777705	-1.0917287107825	-1.04334191553372
O43581	-0.257261932538632	-0.328915011708705	-0.159760428260426	-0.135879364595853	-0.361792394268011	-0.214388798805406	-0.0766411036429683	-0.179549567247423	-0.55110196765008	-0.730834916902068	-0.386207569821509	-0.920088883932035	-0.436561550960489
O43583	-0.233525110288495	-0.502964542603706	-0.275727437854314	-0.358803828289302	-0.67592949722775	-0.408061561671638	-0.220064742065532	-0.0293586498781082	-0.55110196765008	-0.223640164261516	-0.429024234696058	-0.247896793899241	-0.153502226960956
O43598	-0.025080726392029	-0.157774111642154	-0.192460338179326	-0.209850961856404	-0.470670506136161	-0.0313181140548831	-0.645704426211002	-0.108736252588907	0.194220457395586	0	0.0117070128787654	-0.0431477477377314	-0.436561550960489
O43615	-0.660075767454676	-0.79241779933666	-1.01285944022583	-0.899854903211468	-1.07107401488574	-0.933278381846233	-0.683374769720377	-1.2023423208671	-0.598130062521093	-0.544752389569748	-0.801315781338668	-0.87098528665708	-1.31184650426439
O43617	-0.999550233854002	-1.06354954907874	-1.29987032011456	-1.05297930076256	-0.290249021341967	NA	-1.09290433415659	NA	-1.54550974788799	-1.40551016250629	-0.881978736719938	-0.920088883932035	-0.641950423644444
O43674	0.633099004479238	-0.0577832619666297	-0.0169063888194536	0.179722074489144	0.705443711300593	0.0860597326619117	0.504377156914662	0.418127116014163	-0.373220305765057	-0.0737030137957785	0.2202344792676	-0.288577572559149	-0.213744993612804
O43676	0.452382633442055	0.386881852552074	0.422743239819707	0.378713078749444	0.384202708153251	0.616863456656776	0.511379543852459	0.572056926823212	0.32628451175809	0.278645009314947	0.497914654020495	0.412109911277472	0.785770350082249
O43678	0.566587504060467	0.33732635749696	0.578597443142796	0.401976823750419	0.15740117838091	-0.601734324537873	0.445670309887492	0.786009286880789	0.81170818908681	0.496286670590618	-0.0119106232790832	0.194204855286296	NA
O43681	0.800112614348964	0.747305132943255	0.78539596104171	0.710053089322014	0.358575742089447	0.376743447616757	0.252847738195739	0.316996498914105	0.32628451175809	0.658845371489249	0.345096226281994	0.274483649306198	-0.125318663104195
O43684	-1.07782417180873	-1.4482916248505	NA	-1.68175152148568	-0.971525270644343	-0.874700752594755	-0.683374769720377	-1.48204194477814	-1.18907737102769	-1.23044721916973	-1.02417922190157	-1.15956285921623	-1.15096419289651
O43707	0.748967356245796	0.658013602294149	0.578597443142796	0.911105177508531	0.755765544441628	0.675441085908254	0.694177026964625	0.572056926823212	0.866582735220215	0.788645987338851	0.373052907006101	0.435194741402077	1.04255403465928
O43747	-0.468893662457221	-0.418206542357811	-0.203730920963715	-0.280293757106324	-0.185575467830695	-0.0641645330717471	-0.220064742065532	-0.198450041351645	-0.528790905473516	-0.330419348993032	-0.365762959771158	-0.105075473341184	0.105334835375577
O43759	1.06131314279356	1.21080792057121	1.38951838681005	1.50639686764556	1.67241168963672	1.43349218877082	1.72401738860026	1.76492782909246	1.34856378933451	1.27966095852703	1.32244769525514	1.35021798212479	0.245266632601958
O43761	0.824281109476695	0.918446033009806	1.1896237334344	0.877624646922445	1.45143881372185	1.19596647213826	1.63272585302065	1.46260899349512	0.81170818908681	0.658845371489249	1.16962926751664	1.13137501271033	0.333692963110568
O43765	-0.269456042952181	-0.0304858729166063	-0.0892323151786145	-0.101683654418507	-0.0457949230073487	-0.173575209328511	-0.127029196474874	-0.0758812741369564	-0.291868316810134	-0.0100286340064792	-0.254462914856919	-0.138184692652232	0.0441639483239392
