C1	C2	C3	C4	C5	C6	C7	C8	AD1	AD2	AD3	AD4	AD5	AD6	AD7	AD8	AD9
A2RU30	-0.531872575334029	-0.75873992521613	0.721360186037115	0.245418095798679	0.276268764673972	0.739048947805082	0.832286568198511	0.757306229094029	0.115900141830002	1.38747628913427	-0.248288084084068	0.646598472982966	0.0717884641408132	1.01094225350991	-0.28769292423241	-0.18249332873934	-0.251720189225003
A2RU67	-0.359493063142556	-0.795359214904012	-0.0191575426061161	-0.342092960640049	-0.267305058070771	0	-0.747771547364467	-0.425450812989167	-0.546046934635519	-0.491422048873309	0.0234485240330369	1.52829930373199	-0.22904916024646	0.77785535902799	0.34163534157827	-0.18249332873934	-2.06723346736551
A2RUB1	0.2913111612925	-0.870085816624932	-2.05638322468816	0.411076939530896	0.611091425831166	1.77923580779261	0.0315649950843408	3.19382196723949	0.906189669640446	0.175363909321971	-0.874432798192813	-0.0990434598682002	-1.00914831748059	-4.19017447398186	0.34163534157827	1.13431866328677	0.133228495778348
A2RUC4	1.87932317258639	1.04626925077501	-1.43919342972474	-0.719840738614723	-0.965283775836518	-0.557137207123972	-1.62046956438589	-0.370288612304622	-1.23398166354257	-0.375019101384792	-1.77925392373181	-1.6072912578976	-0.866244383437318	-0.600768573462267	-1.14046171312236	1.76807744660987	1.42310012320035
A3KMH1	-0.59221869627326	-0.75873992521613	-0.599888858516962	-1.50719843408461	0.156411681575078	0.104714564053019	-0.0318822365299282	-1.20276233227341	0.115900141830002	-0.284747230391432	-0.248288084084068	0.777205408297512	0.296825834568776	1.34023333878781	-0.245293453022852	-0.529899618399687	-0.759418542281584
A3KN83	-1.06374515066806	-0.75873992521613	1.56263106809473	1.1682929061885	0.276268764673972	-0.859385908656971	0.604696547563196	1.13857967635664	0.373711467294796	1.64178751344378	1.57377813098771	0.725590427148569	1.31712467868164	0.317970098464122	-0.506771466931803	0.146528668670044	0.275209064468808
A4D126	0.918290060730259	0.725362667292062	-0.821140923977474	0.475278584201022	0.216900335570435	0.357773025436819	-0.334230510311526	0.200121879505536	-1.12800216756578	-0.88413437464604	-0.979185920308464	-1.15979119002762	-1.08388240503597	-0.600768573462267	0.0394462236531628	1.46409607460642	0.704306533807469
A4D161	0.0237170559719561	-0.200637352151408	-0.425347187785042	-0.719840738614723	0.125733901521117	0.20739570655287	0.124418136055596	0.713128863367471	0.581955232930261	0.175363909321971	-0.646726130713499	-0.935448757554935	0.231476612929893	0.574376721793689	0.554060052724342	-0.293047278570817	-0.619705537814634
A4D1P6	0.333128803350851	0.725362667292062	-0.0778132303922924	-0.224440542337238	-0.164436225318315	-0.383747487117092	-0.369675078302287	-0.481215891191665	-0.456929401999697	0.50313983723968	-0.301246654840556	-0.452835057643353	-0.0244089110623083	-0.290791031989975	0.34163534157827	0.561138496482707	0.375355765275401
A4D1U4	-1.29838144078217	-1.19099240010788	0.883950974710704	0.443319802756864	0.186798672608788	0.599272192478922	0.630805796453454	0.532492163778177	0.548006945996981	0.188005836924487	0.308775598056159	1.04731103526513	0.164320273199425	0.532602025590617	-0.597909107574295	-0.896929535252445	0.133228495778348
A4D2B0	0.333128803350851	0.027509838440619	-0.821140923977474	0.53836362174237	0.611091425831166	-1.81105884877528	2.29260826913001	-1.6761768469311	-1.02481193199255	0.48278702080028	-0.41087373365118	-0.725590427148569	-0.22904916024646	-0.495154637191953	0.449270354212959	-2.56914368169452	0.375355765275401
A5A3E0	0.227176050974894	0.027509838440619	-0.573954316354198	-0.342092960640049	0.334557707766281	0.739048947805082	-0.230212803614409	0.757306229094029	0.0390152736133794	-1.27930911650442	-0.301246654840556	0.158649783298007	-0.603429707219629	0.229295347379561	0.377839362777323	0.67903652555886	0.391562666302804
A5PKW4	-1.42497107063661	-1.60303344327618	1.24343581416178	-0.719840738614723	-1.00890082351809	0.308120898342849	-0.629537147833264	-0.59460842142139	1.45690168828487	-0.732957891334322	0.224603892545263	1.29669055418538	0.541941202517984	0.895843707807531	0.117180337151134	-0.7914022751105	-2.37077578841177
A5YKK6	0.248746736284775	0	0.0189669171302477	0	-0.337765115289009	0.308120898342849	0.244140111619925	-0.155416701023933	0.191306362853856	-0.216408148067864	0	0.482613699911582	0.186912679908099	0.138915208494933	-0.20334266188492	-0.102654961318	-0.207468273933315
A5YM72	1.84659664758628	1.88856874353959	-1.69952817564412	-0.547079600856069	2.49836245785998	-2.97243575713602	-0.668461020623052	0.713128863367471	-2.64018577566194	-0.96614809621952	-2.54227669863841	-0.935448757554935	-2.62006856899338	-0.391862075322239	0.193419470799725	-0.657253278959531	1.58805369179932
A6NCL7	-0.654132422963943	0	0.557874948731678	1.51878725617602	1.62475766966089	1.13749019271687	0.733145504786925	0.486315795531533	-0.730598769295404	1.53756121704838	0.0924258548322289	0.220003972139364	1.04865536380336	0.0467627975506625	-0.330550776984783	-2.06451761620176	-3.73567086542095
A6NCS6	-0.56185466196627	-0.54866047604274	0.772881145177791	-0.0732812444777485	0.063483332916116	0.308120898342849	1.56930303848408	-0.261721668312106	1.08859477408139	0.354207059625116	-0.248288084084068	0.127533033521945	0.817178750873469	-0.763777597991642	2.12682751900846	-0.438446000087737	-0.848266425839408
A6NDB9	-1.13941958462157	-0.75873992521613	0.954557544555211	-0.948047946118256	0.0947597132055102	0.20739570655287	0.0628189999392763	-1.53637484512608	-0.36979242384314	0.928495763932364	0.409930922187525	1.11724223668556	1.27439044638171	-0.763777597991642	0.193419470799725	-0.18249332873934	-0.759418542281584
A6NDG6	1.23656807174541	0.288525799151328	-1.43919342972474	-0.719840738614723	-1.14342980202772	-0.3271917321392	-1.2704172964261	-0.261721668312106	-1.2880653161338	-1.21097003418085	-1.28368075929109	-1.5544173199526	-1.08388240503597	-0.547664930724199	-0.78672159032664	1.76807744660987	0.962076274208263
A6NDU8	1.67586417758346	1.70081355003115	0.0930018322233132	0.750902130025684	-0.0976462355318801	0.20739570655287	0.302348273781598	0.150822424808852	-0.683640092500757	-1.42660237822822	-0.274618606301836	-0.132739880971511	-0.764327351157007	-0.547664930724199	0.656151001846865	-0.592770326726378	1.35502474376663
A6NE02	1.49195207867208	-0.0842110568280086	-1.89520336090827	-0.632431732444103	2.57105953105504	-0.985294539895177	-0.299177603020381	0.150822424808852	-2.06884937832666	-0.338226072616038	-1.72964036023954	-1.15979119002762	-1.20048077332656	-0.495154637191953	-0.552078391714013	1.42159313582217	0.758630733765801
A6NED2	0.473969862562814	1.12099585249593	0.721360186037115	1.74990351687036	0.816332928036621	0.308120898342849	-0.441774905345757	-0.59460842142139	-0.730598769295404	1.34876894573811	0.390044245334846	-0.271129938060497	1.12625513453203	-1.35199710557709	0.0394462236531628	0.307340356764294	0.648441017898274
A6NEL2	-0.56185466196627	0.263505574523536	0.111069829532913	-0.0364555654442036	0.740898775869281	0.357773025436819	0.656701906241102	-0.208292343809018	-0.0394073934843955	1.25017485130704	0.0234485240330369	0.189471583140767	1.3729585447227	-0.290791031989975	-0.738668725995274	-0.690125607796294	-0.909806664289644
A6NFN3	-1.10128205966046	-1.91635506739994	0.0189669171302477	-0.948047946118256	-0.164436225318315	1.05150597815298	0.832286568198511	0.439717719456452	0.191306362853856	0.0700065427098945	0.137314016255936	1.29669055418538	1.11093226851439	0.447921853903766	-0.506771466931803	1.16615070031746	-1.40467678071266
A6NFY7	0.473969862562814	0.890469388131999	1.22347584702504	2.49606955653511	0.715354389308596	0.599272192478922	1.60775509513073	1.5312698383298	-0.546046934635519	1.01592480431952	0.654255073929102	-0.271129938060497	0.118495022980967	-1.47902165919151	-0.0398426747529098	0.735975501770251	-0.164189007393896
A6NGB9	0.818961336126099	0.549766141305355	-0.117944385170662	0.506958246086026	-0.715354389308596	0.599272192478922	-0.299177603020381	0.439717719456452	-0.591376949871149	0.097079977997766	-0.555493167438998	-1.20657869561543	-0.901189823857087	0	-0.984978539174601	0.828099259285891	0.423581702821958
A6NGN9	-0.56185466196627	-0.0842110568280086	0.455604322192888	0.211358707255124	1.1466340037453	0.69286601072162	0.47082622689722	-0.103083382081337	-0.546046934635519	0.23748830944996	0.0234485240330369	0.250252334799182	0.231476612929893	-0.875678655438369	-1.03613167172421	0.146528668670044	-0.909806664289644
A6NHQ2	-1.95684364597064	-1.23385707195161	0.440535789616063	0.17697647609383	-0.446446830053968	-1.17996361531369	0.783103322031513	0.578254388615864	1.5898297621412	0.674384472869053	0.0924258548322289	0.902768326316928	0.746777699628192	0.615783354216297	-0.120749825153538	-1.59652670734192	-1.32590118182148
A6NHR9	0.205408370379214	0.660813837604952	-0.880713254938014	0.107218591027829	0.0318988059881848	-0.859385908656971	-0.478448791636153	1.05628024915204	0.615612114665016	0.1236520244447	-0.301246654840556	0.510525249292637	-0.255885523992201	0.138915208494933	-0.506771466931803	0.262433853665341	0.862979774684662
A6NHX0	1.6521471216115	0.410339155793955	-1.24648811176252	-0.675872949020336	-0.715354389308596	-0.557137207123972	-1.22342005413509	1.49333320359319	-1.18063386581827	-1.24473275664703	-1.72964036023954	-2.12635669735862	-2.1068693138478	0.0467627975506625	-1.24761182418851	1.15028504928559	1.20070606961528
A6NIH7	0.138886533100665	0.027509838440619	0.485388669484933	0.17697647609383	0.305545712915584	-0.498706638198467	1.04463573253965	-0.829245340318381	0.967939018997758	-0.491422048873309	0.0924258548322289	-0.16678915059532	0.902403853478761	0.184322541234451	0.155483173947758	-0.561138496482707	-0.229469925830687
A6NKD9	-0.415579049866088	-0.51514835721514	1.30209150194796	-0.302449962451907	-0.198360388993041	0.0526164807269693	0.214630542240627	-0.370288612304622	0.747422934589591	0.261603994778667	0.487840735913018	1.02366238166499	0.710796801419305	0	1.18970846777102	0.640348110969914	-1.25015617584699
A6NKN8	-0.884446781777555	0.313321624123763	1.37759283461069	3.46592497252193	1.54656346260799	1.05150597815298	1.98563683810677	0.24894956185042	-0.326939509357631	2.03153620487101	1.09281574502559	-0.452835057643353	1.59689661189713	-1.41508023231658	0	-0.624805121051829	-1.90529617818031
A6NL88	-0.0726008752308221	-0.795359214904012	-0.821140923977474	-0.855035202962285	-1.00890082351809	0.784832027601965	-0.629537147833264	0.0507711041422336	0.779694743489654	-1.14573836942471	-0.943748301801937	0.158649783298007	-0.481971088742689	0.656828352043793	-0.245293453022852	0.284987344276814	-0.702338390356329
A6NLU5	-0.0726008752308221	0.457600408398289	0.500108120576603	0.0360928174835839	0.914227665839976	0.964100472709989	-0.405520158361317	0.623609832740834	-0.413118860779191	-0.491422048873309	-0.555493167438998	-1.30222310660216	0.522433738543294	-1.60957512033308	-0.20334266188492	0.394816910595586	0.56155365734442
A6NNT2	-0.147482775691023	-0.141811389240324	-1.74659623233912	-0.382174011872524	-0.0976462355318801	0.15630436529247	-0.788182996187381	0.757306229094029	-0.0792148688677105	-3.3038630715829	-1.49612697798163	-0.685196422755753	-0.831794639765384	0.0930648703934944	-1.14046171312236	1.94820435286744	-2.4375322613267
A6QL63	-0.415579049866088	-0.26074224000831	0.455604322192888	-0.148073548435459	0.611091425831166	0.104714564053019	0.95200854376284	-0.208292343809018	0.228472542989459	0.083607113742727	0.618276402218047	0.699472410927961	1.07999342709116	-0.290791031989975	-0.161831154116999	-0.128987111313587	-1.21334898533591
A6XGL0	-1.55866280809038	-1.23385707195161	-0.222132034443297	-0.948047946118256	-0.965283775836518	-0.498706638198467	-0.405520158361317	-2.60646417947872	0.906189669640446	-0.96614809621952	-0.677939265467908	0.127533033521945	0.522433738543294	0.317970098464122	-1.14046171312236	-0.826088305682551	-0.818202828764897
A7E2Y1	0.227176050974894	-0.26074224000831	-0.911212456708476	-0.263235545611128	0.448049331237824	-1.17996361531369	-0.334230510311526	-0.370288612304622	-1.34290540793775	0.409188862946099	-0.615921022489757	0.853123460670514	0.422474518708858	-1.10780595371921	0.449270354212959	2.00548922967731	0.470654717964281
A7KAX9	-0.147482775691023	-0.112861219455683	0.0189669171302477	-0.148073548435459	-0.337765115289009	0.257998127958652	0.273377699532729	-0.208292343809018	0.191306362853856	0.48278702080028	-0.301246654840556	0.0961156341652099	0.442798203900301	-0.0472327832881874	-0.20334266188492	-0.237162815457015	-0.878796143725408
A7MBM2	-0.147482775691023	0.337897038847559	1.51157017278163	0.600370229595622	0.391805721049444	-0.271234461988369	1.88218454551551	-0.155416701023933	-1.34290540793775	1.05771949218673	0.181363097299772	0.802708876583424	0.746777699628192	-0.708810627781151	1.71172054669941	-1.5495216500471	-1.52908408440307
A7XYQ1	0.550865061951035	0.682497995448329	0.613942503812899	0.37854489878421	-0.0322194023734263	-0.383747487117092	1.51073665196061	0.801104385287712	0.115900141830002	1.50274513628141	0.672040495874866	-0.271129938060497	1.42753761031859	-1.10780595371921	0.689605316572335	-0.624805121051829	-0.142900936717935
A8K855	-1.55866280809038	-1.23385707195161	2.31015273354643	1.19448289887707	0.530606774704225	0.308120898342849	1.49097175417443	-0.950738076827541	-0.242613621760213	1.70874442801108	1.15136676243177	1.16304124081038	2.02285824086419	-0.0949450954149586	1.47299415111747	-1.45806803173515	-2.06723346736551
A8MSI8	1.68763479142568	-1.7552580875853	-1.94743017432266	-0.719840738614723	-4.44418738637202	0.69286601072162	-3.24093912877178	0.10104199222924	-2.34412046241219	-2.3828993433241	-1.82993452696247	-2.74431683191832	-1.6353291625751	0.77785535902799	-2.51685604193445	3.32381590414209	-0.164189007393896
A8MVW0	-0.224793697494036	-0.0842110568280086	1.00021624115321	0.600370229595622	0.391805721049444	0.308120898342849	0.682388328628567	-0.261721668312106	0.228472542989459	0.674384472869053	0.224603892545263	0.220003972139364	1.18659777169291	-0.932644472653599	0	-0.350201951256755	-1.36489507700918
A8MW92	0.588401970943441	1.26464977159607	0.363352798754841	1.3477718302803	-0.337765115289009	-0.859385908656971	0.682388328628567	1.01462733321163	1.17671090136201	0.212960370275305	0.308775598056159	0.189471583140767	-0.603429707219629	0.656828352043793	0.0394462236531628	-0.155597913572406	-0.185709739186561
A8MWY0	-0.850150586349182	-0.141811389240324	0.26640854642015	-0.148073548435459	1.0556831221285	0	-0.162715452289426	0.668565664235514	0.71488330678659	-0.267354902280733	-0.0476088358324724	0.927309390257623	0.04809397173569	0.73785833140853	-0.597909107574295	0.0250220705979088	-0.48925206023283
A8MXV4	-0.444124833677424	-0.23052646436393	-0.942207602138392	-1.6759404044191	-0.0647659108694311	-0.215863142603703	-1.17710892752373	-0.481215891191665	1.26289025278357	0.419936849538479	-1.16483756696646	1.78231297560466	0.275237548355485	1.1232891742821	0.26822004405201	-0.0765956882525235	-1.0058807114026
A9UHW6	1.95398167509346	1.17574449207953	-1.69952817564412	-0.719840738614723	0.530606774704225	-0.0531452984366805	-0.998342995870485	0.200121879505536	-0.874946455354613	-1.14573836942471	-1.08881299911909	-1.45118085429714	-1.36519922116539	-0.191847958980897	0.193419470799725	0.601055165493516	1.26389204770075
B2RTY4	0.270123959928289	0.187056944747989	0.641369731599599	-1.043508671975	-0.715354389308596	0.599272192478922	0.18484388365012	-0.950738076827541	0.548006945996981	-0.267354902280733	0.0466660243688178	0.725590427148569	0.209296858708421	0.184322541234451	1.00948139772696	-0.264949809199844	-0.464167296048316
B2RUY7	0.394511022745504	0.410339155793955	-0.138331311530685	1.32266932020495	0.740898775869281	3.10816456073367	0.47082622689722	0.757306229094029	-1.45494167692341	-0.0887818921461252	-0.0717788653736115	-0.725590427148569	0.0952540206728737	-1.47902165919151	-1.24761182418851	1.45000809744115	-1.28766449770211
B4DS77	-0.147482775691023	-0.582583796767776	0.455604322192888	0.211358707255124	-0.446446830053968	0.83022211474259	0.0937680828126719	0.623609832740834	-0.242613621760213	-0.0289878445124299	0.159441476689784	-0.490427101037758	0.764570205635244	0.405002629778862	-0.120749825153538	0.146528668670044	-1.07263718431753
B7ZAP0	0.270123959928289	0.212775418136235	-0.0778132303922924	0.506958246086026	-0.0976462355318801	0.257998127958652	0.244140111619925	0.844529786696756	0.301764446007399	-0.0887818921461252	-0.35542277004261	0.158649783298007	-0.202506095964585	-0.0949450954149586	-0.245293453022852	0.170141023816496	0.439398071862704
B7ZBB8	-0.783004048645312	0.930250160099568	1.68460184330892	2.77658014829727	1.98944630835764	1.30537453723026	1.06737601509845	-0.208292343809018	2.03419183720623	0.610195197916074	1.12227309386346	0.510525249292637	0.952139370533849	-0.241059114168838	-0.644275867349748	0.373231393107796	-0.674407037517163
C9J069	-0.685703009794376	-0.651705295803875	0.681784519954024	-0.505145050232628	-0.337765115289009	0.406963265586018	-0.129497810211464	-0.537597170574462	0.479215661416715	0.0284137898934695	0.114976813734639	0.538199250692621	0.296825834568776	0.405002629778862	-0.552078391714013	0.0497976143246856	-0.439398071862704
C9JLW8	0.625356888855146	1.13936612574611	-0.792038687783907	0.691436892856642	0.914227665839976	0.104714564053019	0.273377699532729	0.887588724654121	0.373711467294796	0.175363909321971	-0.382985157015022	-1.02333723036854	-0.073975247928021	-0.932644472653599	-0.0800898505794438	0.0250220705979088	0.745189539194543
E9PAV3	0.71531263850584	0.788438770859244	-0.138331311530685	1.1682929061885	0.890032807209787	0.919849899135643	0.443360636862159	1.33870155586217	-0.0792148688677105	0.285321055434453	0.245930347797377	-0.892379577743889	0.0717884641408132	-0.547664930724199	-0.120749825153538	-0.408685920840022	0.470654717964281
H3BS89	-2.06772617147759	-2.33333751662419	-0.792038687783907	-0.855035202962285	0.363309501849695	1.094672852024	0.733145504786925	0.150822424808852	0.682071377678089	-3.04225907680424	-0.741633878583954	1.81968896800151	-0.901189823857087	0.447921853903766	0	-0.592770326726378	-1.4867356273156
O00115	0.750365394632255	0.910431322884007	-0.309786992349046	-0.148073548435459	0.391805721049444	-0.383747487117092	-0.515551621992175	-1.20276233227341	-1.45494167692341	-0.0887818921461252	-0.41087373365118	-0.725590427148569	-0.15027470209098	-0.875678655438369	-0.461976495758959	1.15028504928559	0.40763726462186
O00116	0.679736687632404	0.238256851531853	-0.287492475692859	-1.61881641707587	0.156411681575078	1.00798381737458	-0.870583884432341	-1.01258675975222	0.615612114665016	-0.732957891334322	-0.41087373365118	0.127533033521945	0.442798203900301	0.615783354216297	-0.0398426747529098	-0.624805121051829	-0.34332402474975
O00139	0	-0.0558547472008047	-0.0977731975290364	0.17697647609383	0.186798672608788	-0.161065629598402	0.214630542240627	0.392690161973159	0.747422934589591	-0.471353896555654	-0.382985157015022	0.30991778013987	0.04809397173569	0.0467627975506625	-0.0398426747529098	-0.499044049112009	0.114738901162185
O00142	-0.0239554223363897	-0.112861219455683	-1.24648811176252	-1.14154972746514	-1.18955726765398	-0.616220645077265	-1.51645185768877	0.623609832740834	0.843452288868819	-1.05313530457826	-0.840524915035019	0.0643917187562659	-1.04622791111993	1.1232891742821	0.449270354212959	1.08580209705243	0.29225789269165
O00151	-0.47301663541187	0.0817216920886798	0.164268429582849	0.312592204971126	-2.09635979166489	-0.92196548735504	-0.747771547364467	-1.89333531611125	2.19425498577425	-0.320177413243936	2.56525853146842	-0.685196422755753	-1.20048077332656	0.138915208494933	-1.83165307203176	-1.32683665668763	-0.207468273933315
O00154	1.41422091453731	0.767572891043659	-0.763374095822399	-0.0732812444777485	0.0318988059881848	0.308120898342849	-0.912601132242977	0.578254388615864	-1.39852339928735	-0.451562555177597	-1.20378981285373	-0.892379577743889	-0.511771047984403	-0.0472327832881874	-0.691191358909401	0.601055165493516	1.02157105225943
O00159	-1.10128205966046	-0.832470053344601	-0.548367899376286	-0.632431732444103	-1.53248886843117	-0.985294539895177	-0.668461020623052	-1.07519434114892	1.66747591618625	-0.88413437464604	0.0466660243688178	0.0643917187562659	-0.831794639765384	0.532602025590617	-0.644275867349748	-0.657253278959531	-0.788591333026072
O00161	-0.122259847629913	0.616928535975806	-0.287492475692859	-0.995464284439385	0.503323175540703	0.257998127958652	-0.0640881561204409	-0.59460842142139	-0.0394073934843955	-0.183421649316019	0.0924258548322289	0.339344908917951	0.0241660322974089	-0.0472327832881874	1.52730065472181	-0.0508036944929233	0.439398071862704
O00165	-1.257636098866	-1.23385707195161	0.26640854642015	-0.675872949020336	-0.446446830053968	0.455700133018014	0.18484388365012	-0.769566836997094	0.615612114665016	0.409188862946099	0.0696570088951322	1.29669055418538	0.674274816830194	1.23301296860048	0.377839362777323	-0.624805121051829	-0.566482639539894
O00168	-0.685703009794376	0.238256851531853	1.66082407829904	0.866985579823911	0.420050868975889	-0.616220645077265	1.17869465904013	-0.261721668312106	0	1.39292164481957	0.636334400327665	-1.94397195074069	1.87033581421889	-0.341054852067178	2.03299325029885	-0.209679510784897	-0.320020470418881
O00170	-0.783004048645312	-0.722599332776837	0.198926828823593	-0.764348023745049	0.063483332916116	0.15630436529247	0.154774882855474	-0.315716392989441	0.998452812270054	-0.233190204885198	0.114976813734639	1.09409854085294	0.462953225859786	0.656828352043793	0.413715741282803	-0.128987111313587	-0.818202828764897
O00178	-0.56185466196627	-0.795359214904012	0.641369731599599	0.721291367799901	-0.715354389308596	0.406963265586018	0.359507582955536	0.29731441559802	1.14755833103238	-0.596202127406404	0.600078958727048	0.0643917187562659	-0.124574290754904	0.317970098464122	-0.245293453022852	-0.690125607796294	-0.48925206023283
O00182	0.531872575334029	1.78905665611745	0.988903688992348	0.443319802756864	0.363309501849695	-1.81105884877528	0.154774882855474	-0.652263880825106	-0.119430633171784	1.64634983684549	1.33219433939701	1.27479366647289	1.52019551507607	-0.547664930724199	1.68589431354363	-1.89865328958437	-0.251720189225003
O00186	0.0934843135211167	0.0547486395836021	-0.378279131090046	-0.382174011872524	-0.715354389308596	-1.17996361531369	0.124418136055596	0.392690161973159	0.301764446007399	-0.267354902280733	-0.615921022489757	0.127533033521945	-0.698683727892502	0.447921853903766	0.117180337151134	-0.350201951256755	-0.0599780587896143
O00192	-0.884446781777555	-0.23052646436393	0.798128659239999	-0.186056075901452	-0.267305058070771	0.15630436529247	0.273377699532729	-0.59460842142139	0.513762163721811	1.49264052057077	0.34976023494648	0.158649783298007	0.885596407800601	-0.819395079986472	0.852768788889949	-0.0508036944929233	-1.36489507700918
O00193	0.998014698647557	1.15761514218381	-1.32124904455408	-0.589504625177667	0.816332928036621	0.308120898342849	0.273377699532729	0.532492163778177	0	0.562521393997758	-1.01516459201952	-1.35112140456363	0	-2.80960814742449	0.34163534157827	-0.592770326726378	1.09067033016093
O00194	-0.990399534153512	-1.36658892609459	-1.0383368500663	-1.0921979698562	-2.48939875125678	-0.3271917321392	-2.01399630266722	-0.950738076827541	0.998452812270054	-1.63491671260086	-1.58677496986875	-0.306667729357107	0.0241660322974089	-0.654479128111615	0.852768788889949	-0.0252735529069305	-2.24369122073458
O00203	0.333128803350851	0.0547486395836021	-0.880713254938014	0	-0.755679493981523	-0.859385908656971	-0.230212803614409	-0.155416701023933	-0.456929401999697	0.297034177631173	-0.90883570440084	0	-0.797826726510185	0.405002629778862	0.155483173947758	0.146528668670044	1.03325730233954
O00213	0.2913111612925	-0.23052646436393	1.15192258759348	-0.422702905346348	0.156411681575078	0.83022211474259	-0.196284610333453	0.392690161973159	0.153784520089594	-0.284747230391432	0.923869613265285	1.07078893897486	0.817178750873469	0.405002629778862	-0.597909107574295	-0.321462240189794	-0.185709739186561
